GO_ID	GO_Name	Aspect	Accession_Count	Accessions
GO:0005634	nucleus	Cellular_Component	403	Dcitr01g2228011;Dcitr02g1359011;Dcitr06g1386011;Dcitr12g0380011;Dcitr13g0456011;Dcitr01g1268011;Dcitr05g0914011;Dcitr11g0499011;Dcitr08g0348011;Dcitr01g1542011;Dcitr08g1040011;Dcitr01g1472011;Dcitr06g0516011;Dcitr01g0493011;Dcitr04g0245011;Dcitr03g0358011;Dcitr04g1160011;Dcitr01g1541011;Dcitr04g1649011;Dcitr03g1425011;Dcitr05g1328011;Dcitr04g1288011;Dcitr06g0687011;Dcitr03g0433011;Dcitr01g1326012;Dcitr05g0788011;Dcitr02g1504011;Dcitr06g0559011;Dcitr06g1313011;Dcitr05g0558011;Dcitr04g1505011;Dcitr03g1429011;Dcitr06g0607011;Dcitr00g0124011;Dcitr12g0830011;Dcitr04g0705011;Dcitr02g0718011;Dcitr04g1289011;Dcitr13g0276011;Dcitr02g0713011;Dcitr01g0729011;Dcitr01g0725011;Dcitr06g1310011;Dcitr03g0397011;Dcitr00g0468011;Dcitr01g0250011;Dcitr13g0320011;Dcitr12g0352011;Dcitr08g0792011;Dcitr11g0785011;Dcitr03g0716011;Dcitr01g1336011;Dcitr12g0643011;Dcitr04g1291011;Dcitr07g1140011;Dcitr07g0829011;Dcitr03g0961011;Dcitr03g1473011;Dcitr09g0519011;Dcitr00g0227011;Dcitr03g1697011;Dcitr00g1488011;Dcitr03g0826011;Dcitr01g1326013;Dcitr04g0619011;Dcitr07g0386011;Dcitr07g0178011;Dcitr02g1352011;Dcitr02g1229011;Dcitr01g1265011;Dcitr05g0347011;Dcitr01g2054011;Dcitr12g0603011;Dcitr06g0454011;Dcitr13g0673011;Dcitr06g0505011;Dcitr03g1285013;Dcitr00g0786011;Dcitr07g1131011;Dcitr11g0194011;Dcitr05g1569011;Dcitr01g1418011;Dcitr06g0692011;Dcitr07g0462011;Dcitr01g1039011;Dcitr13g0369011;Dcitr02g1433011;Dcitr03g0632011;Dcitr06g0517011;Dcitr01g0183012;Dcitr05g1358011;Dcitr07g0998011;Dcitr03g0959011;Dcitr01g0648011;Dcitr03g0455011;Dcitr05g1345011;Dcitr01g0269011;Dcitr02g1809011;Dcitr00g1376012;Dcitr01g1472012;Dcitr05g0117011;Dcitr00g0833011;Dcitr00g1310011;Dcitr03g1452011;Dcitr09g0514011;Dcitr03g0988011;Dcitr03g0708011;Dcitr06g1390011;Dcitr02g1490011;Dcitr03g1433011;Dcitr03g1131011;Dcitr03g0990011;Dcitr05g0607011;Dcitr03g0352011;Dcitr02g0801011;Dcitr07g0492011;Dcitr07g0344011;Dcitr07g0994011;Dcitr05g1644012;Dcitr13g0205011;Dcitr04g0702011;Dcitr04g0427011;Dcitr13g0331011;Dcitr07g1118011;Dcitr05g1644013;Dcitr03g1598011;Dcitr08g1255011;Dcitr03g1755011;Dcitr04g1483011;Dcitr06g1384011;Dcitr09g0144011;Dcitr03g2035011;Dcitr11g0237011;Dcitr00g0320011;Dcitr08g1061012;Dcitr01g0183011;Dcitr05g0340011;Dcitr04g1292011;Dcitr13g0207011;Dcitr12g0943011;Dcitr03g0326011;Dcitr00g0719011;Dcitr03g1287011;Dcitr01g1174011;Dcitr05g0121011;Dcitr01g1469011;Dcitr01g1783011;Dcitr13g0370011;Dcitr03g1426011;Dcitr11g0723011;Dcitr06g0525011;Dcitr02g0790011;Dcitr12g0187011;Dcitr05g1246011;Dcitr04g0131011;Dcitr00g1377011;Dcitr11g0500011;Dcitr01g1209011;Dcitr11g0193011;Dcitr02g0138011;Dcitr02g1456011;Dcitr01g1209012;Dcitr11g0739011;Dcitr04g1094011;Dcitr01g0651011;Dcitr04g1159011;Dcitr05g0953012;Dcitr03g0365011;Dcitr05g1569012;Dcitr01g0493012;Dcitr03g1132011;Dcitr06g0553012;Dcitr02g1379011;Dcitr02g1727011;Dcitr04g1520011;Dcitr02g1364011;Dcitr07g0830011;Dcitr04g1159012;Dcitr06g1363011;Dcitr06g1367011;Dcitr01g1800011;Dcitr03g2053011;Dcitr01g1475011;Dcitr01g1434011;Dcitr01g1587011;Dcitr04g1530011;Dcitr03g0625011;Dcitr03g1029011;Dcitr04g0747011;Dcitr09g0520011;Dcitr06g0553011;Dcitr01g0660011;Dcitr04g0617011;Dcitr04g0506011;Dcitr01g2074011;Dcitr00g0849011;Dcitr12g0130011;Dcitr08g1089011;Dcitr03g1285011;Dcitr06g0559013;Dcitr03g1633011;Dcitr03g1850011;Dcitr02g1233011;Dcitr05g0953011;Dcitr11g0192011;Dcitr05g0122011;Dcitr07g0347011;Dcitr07g1138011;Dcitr01g0730011;Dcitr13g0110012;Dcitr04g0426011;Dcitr06g1102011;Dcitr05g0549012;Dcitr05g0117012;Dcitr02g1378011;Dcitr06g1185011;Dcitr00g0423011;Dcitr13g0110011;Dcitr02g0712011;Dcitr08g0348012;Dcitr04g1524011;Dcitr00g0381011;Dcitr05g0789011;Dcitr09g0827011;Dcitr03g0119012;Dcitr04g1508011;Dcitr04g0371011;Dcitr00g1444011;Dcitr01g1036011;Dcitr10g1074011;Dcitr10g0321011;Dcitr00g0702011;Dcitr10g1048011;Dcitr01g0370011;Dcitr04g1316011;Dcitr03g1031011;Dcitr06g0454012;Dcitr10g0156011;Dcitr03g1849011;Dcitr01g2147011;Dcitr03g1484011;Dcitr04g0245012;Dcitr05g0490011;Dcitr06g1051011;Dcitr13g0111012;Dcitr06g1034012;Dcitr02g0788011;Dcitr01g0494011;Dcitr03g0481011;Dcitr11g0440011;Dcitr00g0319011;Dcitr06g1034013;Dcitr12g0829011;Dcitr05g0490012;Dcitr09g0889011;Dcitr01g1021011;Dcitr02g0127011;Dcitr10g1074013;Dcitr03g0476011;Dcitr08g1084011;Dcitr03g1697012;Dcitr02g0616011;Dcitr04g1426011;Dcitr01g0144011;Dcitr02g1346011;Dcitr04g0716011;Dcitr04g1205011;Dcitr13g0573011;Dcitr05g0548011;Dcitr04g0133011;Dcitr01g0859011;Dcitr04g0134011;Dcitr08g0543011;Dcitr01g0148011;Dcitr04g1418011;Dcitr01g1326014;Dcitr01g0726011;Dcitr03g1858011;Dcitr01g1582011;Dcitr03g0119011;Dcitr07g0263011;Dcitr06g0452011;Dcitr01g1586011;Dcitr05g0201011;Dcitr00g1449011;Dcitr00g0466011;Dcitr08g1061011;Dcitr02g0942011;Dcitr13g0332011;Dcitr08g1242011;Dcitr03g0266011;Dcitr04g1096011;Dcitr03g1848011;Dcitr03g0324011;Dcitr05g0114011;Dcitr01g2146011;Dcitr00g0457011;Dcitr07g1120011;Dcitr04g0574011;Dcitr06g0688011;Dcitr03g2031011;Dcitr02g0134011;Dcitr08g1035011;Dcitr01g2229011;Dcitr04g1652011;Dcitr02g1382011;Dcitr00g0351011;Dcitr01g1135011;Dcitr08g0780011;Dcitr00g0217011;Dcitr06g0559012;Dcitr11g0236011;Dcitr01g1326011;Dcitr01g1255011;Dcitr03g0390011;Dcitr01g2167011;Dcitr03g0186011;Dcitr12g0651011;Dcitr01g1038011;Dcitr03g0343011;Dcitr04g1287011;Dcitr05g0789012;Dcitr02g0573011;Dcitr06g1380011;Dcitr05g0494011;Dcitr01g1583011;Dcitr03g0807011;Dcitr01g0372011;Dcitr09g0279011;Dcitr03g1607011;Dcitr00g0230011;Dcitr01g0271011;Dcitr06g1452011;Dcitr08g0750011;Dcitr04g0129011;Dcitr00g0956011;Dcitr06g1183011;Dcitr10g0320011;Dcitr01g1757011;Dcitr02g1284011;Dcitr01g2144011;Dcitr03g0829011;Dcitr03g0825011;Dcitr03g1466011;Dcitr03g1696011;Dcitr07g0664011;Dcitr07g0496011;Dcitr03g1857011;Dcitr02g1818011;Dcitr08g0362011;Dcitr01g1472013;Dcitr07g0267011;Dcitr03g0827011;Dcitr01g2142011;Dcitr10g1046011;Dcitr02g0720011;Dcitr00g0457012;Dcitr06g0517012;Dcitr07g0489011;Dcitr02g1493011;Dcitr12g0188011;Dcitr13g0496011;Dcitr06g0451011;Dcitr03g1423011;Dcitr03g0356011;Dcitr01g2165011;Dcitr03g0454011;Dcitr00g0121011;Dcitr00g0996011;Dcitr01g1022011;Dcitr05g0549011;Dcitr00g1269011;Dcitr04g1160012;Dcitr06g1305011;Dcitr01g0731011;Dcitr01g0551011;Dcitr10g1074012;Dcitr01g1472014;Dcitr04g1359011;Dcitr09g0894011;Dcitr01g0183013;Dcitr06g0896011;Dcitr05g1644011;Dcitr01g0251011;Dcitr01g1386011;Dcitr02g0580011;Dcitr08g0767011;Dcitr13g0111011;Dcitr05g1130011;Dcitr05g0953013;Dcitr04g0753011;Dcitr01g1472015;Dcitr03g0265011;Dcitr01g1389011;Dcitr02g1953011;Dcitr03g1100011;Dcitr02g0618011;Dcitr00g1205011;Dcitr08g0693011;Dcitr01g1996011;Dcitr00g1376011;Dcitr06g1034011;Dcitr04g1254011
GO:0004807	triose-phosphate isomerase activity	Molecular_Function	3	Dcitr10g0805012;Dcitr10g0803011;Dcitr10g0805011
GO:0009107	lipoate biosynthetic process	Biological_Process	2	Dcitr06g1142011;Dcitr06g1144011
GO:0070461	SAGA-type complex	Cellular_Component	1	Dcitr04g1156011
GO:0007624	ultradian rhythm	Biological_Process	2	Dcitr05g0172011;Dcitr05g0174011
GO:0016272	prefoldin complex	Cellular_Component	10	Dcitr05g1361011;Dcitr06g1543011;Dcitr07g0189011;Dcitr06g1533011;Dcitr04g1634011;Dcitr05g1364011;Dcitr00g1494011;Dcitr10g0311011;Dcitr10g0311012;Dcitr07g0187011
GO:0004834	tryptophan synthase activity	Molecular_Function	2	Dcitr00g0293011;Dcitr00g0294011
GO:0004750	ribulose-phosphate 3-epimerase activity	Molecular_Function	1	Dcitr00g0380011
GO:0005118	sevenless binding	Molecular_Function	1	Dcitr05g0722011
GO:0004713	protein tyrosine kinase activity	Molecular_Function	42	Dcitr08g1045011;Dcitr05g1048011;Dcitr07g0633011;Dcitr08g1010012;Dcitr08g0544011;Dcitr06g0852011;Dcitr05g0276011;Dcitr05g1213011;Dcitr07g0635011;Dcitr05g0950011;Dcitr06g0723012;Dcitr04g1242011;Dcitr01g2260011;Dcitr04g0908011;Dcitr06g0723011;Dcitr04g1583011;Dcitr12g0275011;Dcitr01g1222011;Dcitr05g1224011;Dcitr08g1010011;Dcitr05g1443012;Dcitr05g1443011;Dcitr04g0139011;Dcitr03g1041011;Dcitr13g0569011;Dcitr03g1050011;Dcitr01g2258011;Dcitr02g1589012;Dcitr04g1163011;Dcitr04g0138011;Dcitr07g0634011;Dcitr12g0106011;Dcitr08g1044011;Dcitr11g0989011;Dcitr05g1212011;Dcitr02g1591011;Dcitr02g1589011;Dcitr01g1722011;Dcitr05g1046011;Dcitr03g1039011;Dcitr02g1589013;Dcitr12g0276011
GO:0006979	response to oxidative stress	Biological_Process	41	Dcitr09g0733011;Dcitr07g1289011;Dcitr08g0272011;Dcitr02g0179011;Dcitr13g0258011;Dcitr01g1129011;Dcitr03g1018011;Dcitr07g0957011;Dcitr05g0839011;Dcitr09g0733012;Dcitr07g0742012;Dcitr03g1017011;Dcitr07g0660011;Dcitr07g0658011;Dcitr02g1460012;Dcitr09g0745011;Dcitr10g0429011;Dcitr02g1460011;Dcitr07g1039011;Dcitr07g1071011;Dcitr02g1225011;Dcitr07g0967011;Dcitr01g1880011;Dcitr00g0856011;Dcitr01g1881011;Dcitr07g0742011;Dcitr02g1459011;Dcitr07g0958011;Dcitr08g0308011;Dcitr05g0841011;Dcitr05g0203011;Dcitr07g0657011;Dcitr05g0207011;Dcitr11g0926011;Dcitr13g0267011;Dcitr05g1052011;Dcitr11g0929011;Dcitr07g1290011;Dcitr01g0857011;Dcitr07g0659011;Dcitr05g1048011
GO:0050793	regulation of developmental process	Biological_Process	2	Dcitr08g0331011;Dcitr08g0330011
GO:0004512	inositol-3-phosphate synthase activity	Molecular_Function	1	Dcitr01g1427011
GO:0004563	beta-N-acetylhexosaminidase activity	Molecular_Function	7	Dcitr07g0778011;Dcitr05g0214011;Dcitr05g0216012;Dcitr00g0729011;Dcitr05g0216011;Dcitr06g0976011;Dcitr06g0952011
GO:0042025	host cell nucleus	Cellular_Component	122	Dcitr12g0380011;Dcitr05g1357011;Dcitr07g0292011;Dcitr05g1215011;Dcitr06g0413011;Dcitr05g1216011;Dcitr13g0396011;Dcitr02g0479011;Dcitr11g0709011;Dcitr00g0947011;Dcitr10g0283011;Dcitr04g0245011;Dcitr13g0391012;Dcitr03g1001011;Dcitr08g0245013;Dcitr07g0347011;Dcitr04g0945011;Dcitr02g1951011;Dcitr01g1681011;Dcitr07g0344011;Dcitr08g0151011;Dcitr00g0972011;Dcitr06g1248011;Dcitr01g1073011;Dcitr04g0244012;Dcitr01g1684012;Dcitr11g0826011;Dcitr05g0109011;Dcitr05g0934011;Dcitr04g1524011;Dcitr06g0411011;Dcitr06g1247011;Dcitr02g0771011;Dcitr04g0705011;Dcitr04g1702011;Dcitr05g0110011;Dcitr03g1278012;Dcitr13g0391011;Dcitr04g1684011;Dcitr04g0702011;Dcitr03g1002011;Dcitr01g1676011;Dcitr10g0380011;Dcitr06g0413012;Dcitr02g1284011;Dcitr04g0538011;Dcitr06g1332011;Dcitr02g0652011;Dcitr06g1326011;Dcitr08g0179011;Dcitr03g1278011;Dcitr12g0777012;Dcitr03g0319011;Dcitr04g0244011;Dcitr04g0245012;Dcitr12g0388011;Dcitr02g1423011;Dcitr01g1308012;Dcitr04g1188011;Dcitr13g0391013;Dcitr04g0244013;Dcitr05g1357012;Dcitr10g0386011;Dcitr01g0448012;Dcitr06g0668011;Dcitr02g1988011;Dcitr01g0746011;Dcitr01g0448011;Dcitr01g1684011;Dcitr12g0781011;Dcitr04g0710011;Dcitr06g1256011;Dcitr05g1357013;Dcitr00g1068011;Dcitr03g0858012;Dcitr04g0950011;Dcitr04g1267011;Dcitr04g0716011;Dcitr01g1308011;Dcitr02g1418011;Dcitr07g0287011;Dcitr05g0111011;Dcitr02g2012011;Dcitr08g0153011;Dcitr12g0782012;Dcitr01g1302011;Dcitr00g1197011;Dcitr01g2202011;Dcitr02g0649011;Dcitr02g0771012;Dcitr08g0406011;Dcitr12g0782011;Dcitr01g1677011;Dcitr05g0113011;Dcitr01g0449011;Dcitr08g0245012;Dcitr01g0448013;Dcitr00g0818011;Dcitr10g0383011;Dcitr10g0284011;Dcitr02g0650011;Dcitr12g0777011;Dcitr07g0304011;Dcitr04g0255011;Dcitr01g1675011;Dcitr02g1433011;Dcitr08g0245011;Dcitr04g1520011;Dcitr07g0830011;Dcitr01g1302012;Dcitr02g1953011;Dcitr01g1681012;Dcitr03g0265011;Dcitr03g0858011;Dcitr08g0245014;Dcitr12g0513011;Dcitr03g0266011;Dcitr04g1704011;Dcitr13g0655011;Dcitr04g0506011;Dcitr08g0775011;Dcitr04g1267012
GO:0004013	adenosylhomocysteinase activity	Molecular_Function	3	Dcitr04g0680011;Dcitr08g0349011;Dcitr04g0678011
GO:0004001	adenosine kinase activity	Molecular_Function	2	Dcitr01g0711012;Dcitr01g0711011
GO:0004373	glycogen (starch) synthase activity	Molecular_Function	1	Dcitr10g0430011
GO:0008609	alkylglycerone-phosphate synthase activity	Molecular_Function	6	Dcitr07g0904011;Dcitr07g0915011;Dcitr07g0918011;Dcitr07g0905011;Dcitr07g0913011;Dcitr07g0922011
GO:0080008	Cul4-RING E3 ubiquitin ligase complex	Cellular_Component	4	Dcitr02g1359011;Dcitr02g1364011;Dcitr04g1210011;Dcitr04g1210012
GO:0032559	adenyl ribonucleotide binding	Molecular_Function	3	Dcitr13g0535011;Dcitr08g0315011;Dcitr00g0678011
GO:0090116	C-5 methylation of cytosine	Biological_Process	2	Dcitr08g1061011;Dcitr08g1061012
GO:0042407	cristae formation	Biological_Process	4	Dcitr06g0799012;Dcitr06g0801011;Dcitr06g0799011;Dcitr06g0799013
GO:0034220	ion transmembrane transport	Biological_Process	52	Dcitr03g0810011;Dcitr07g0693011;Dcitr11g0842011;Dcitr07g0735011;Dcitr00g0764011;Dcitr05g1415011;Dcitr07g0736011;Dcitr08g0511011;Dcitr03g0464011;Dcitr02g1180011;Dcitr05g1413011;Dcitr02g0917013;Dcitr02g0916012;Dcitr01g0843011;Dcitr07g0692011;Dcitr02g1179011;Dcitr11g0843011;Dcitr02g1277011;Dcitr08g1162011;Dcitr05g1414011;Dcitr02g1401011;Dcitr08g0510011;Dcitr10g0162011;Dcitr02g0916011;Dcitr03g1561011;Dcitr03g0886011;Dcitr00g0963011;Dcitr02g0917012;Dcitr05g1727011;Dcitr03g1552011;Dcitr11g0637011;Dcitr03g0809011;Dcitr08g0540011;Dcitr08g1164011;Dcitr01g0846011;Dcitr11g0606011;Dcitr01g0842011;Dcitr05g0589011;Dcitr07g0680011;Dcitr03g1552012;Dcitr07g0733011;Dcitr02g0917011;Dcitr08g0514011;Dcitr08g0537011;Dcitr08g0539011;Dcitr08g1055011;Dcitr07g0177011;Dcitr07g0594011;Dcitr01g0845011;Dcitr08g1154011;Dcitr11g0607011;Dcitr07g0176011
GO:0060271	cilium assembly	Biological_Process	14	Dcitr04g0889011;Dcitr05g0263011;Dcitr05g0269011;Dcitr02g0145011;Dcitr02g0503011;Dcitr05g0262011;Dcitr02g1034011;Dcitr04g0888011;Dcitr13g0513011;Dcitr04g0886011;Dcitr03g0586011;Dcitr03g0581011;Dcitr02g0501011;Dcitr03g0581012
GO:0003743	translation initiation factor activity	Molecular_Function	45	Dcitr10g0765011;Dcitr03g1271011;Dcitr05g1639011;Dcitr05g1097011;Dcitr05g1419011;Dcitr06g0778011;Dcitr05g1421011;Dcitr07g1192011;Dcitr08g0638011;Dcitr10g0762011;Dcitr10g0746011;Dcitr08g0637011;Dcitr10g0923011;Dcitr00g0736011;Dcitr10g0749011;Dcitr07g0541011;Dcitr05g1686011;Dcitr06g0372011;Dcitr10g0389011;Dcitr05g0780011;Dcitr04g1244011;Dcitr05g1099011;Dcitr10g0930011;Dcitr06g0374011;Dcitr01g2137011;Dcitr05g0739011;Dcitr06g0771011;Dcitr10g0930012;Dcitr03g1275011;Dcitr00g1239011;Dcitr05g1635011;Dcitr00g0559011;Dcitr10g0928011;Dcitr03g1273011;Dcitr01g2127011;Dcitr09g0409011;Dcitr00g0509011;Dcitr09g0410011;Dcitr00g1238011;Dcitr05g1100011;Dcitr06g1249011;Dcitr03g0485011;Dcitr10g0927011;Dcitr05g1684011;Dcitr00g0582011
GO:0033578	protein glycosylation in Golgi	Biological_Process	1	Dcitr08g1076011
GO:0016857	racemase and epimerase activity, acting on carbohydrates and derivatives	Molecular_Function	2	Dcitr07g0841011;Dcitr00g0380011
GO:0045254	pyruvate dehydrogenase complex	Cellular_Component	2	Dcitr01g0420011;Dcitr01g0421011
GO:0003678	DNA helicase activity	Molecular_Function	24	Dcitr09g0267011;Dcitr06g0608011;Dcitr05g1303011;Dcitr07g1118011;Dcitr01g1869011;Dcitr02g0472011;Dcitr12g0333011;Dcitr05g1302011;Dcitr09g0274011;Dcitr00g0319011;Dcitr02g0681011;Dcitr12g0603011;Dcitr12g0334011;Dcitr04g0617011;Dcitr07g1120011;Dcitr00g0320011;Dcitr11g0406011;Dcitr09g0128011;Dcitr00g1411011;Dcitr04g0619011;Dcitr09g0134011;Dcitr12g0336011;Dcitr09g0272011;Dcitr09g0135011
GO:0003730	mRNA 3'-UTR binding	Molecular_Function	2	Dcitr03g0512011;Dcitr07g1215011
GO:0004459	L-lactate dehydrogenase activity	Molecular_Function	4	Dcitr03g0106011;Dcitr05g0644011;Dcitr05g1329011;Dcitr05g0653011
GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	Molecular_Function	16	Dcitr01g1231012;Dcitr01g1231014;Dcitr06g0841011;Dcitr01g1231011;Dcitr00g1282011;Dcitr06g1041011;Dcitr01g1231015;Dcitr06g1037011;Dcitr04g0359012;Dcitr04g0359011;Dcitr07g0201011;Dcitr07g0195011;Dcitr01g1231013;Dcitr10g0570011;Dcitr04g0357011;Dcitr10g0568011
GO:0070189	kynurenine metabolic process	Biological_Process	4	Dcitr12g0158011;Dcitr00g1286011;Dcitr00g1250011;Dcitr00g1236011
GO:0015016	[heparan sulfate]-glucosamine N-sulfotransferase activity	Molecular_Function	2	Dcitr04g1472011;Dcitr04g1469011
GO:0000038	very long-chain fatty acid metabolic process	Biological_Process	1	Dcitr05g0687011
GO:0009410	response to xenobiotic stimulus	Biological_Process	1	Dcitr08g0553011
GO:0006336	DNA replication-independent nucleosome assembly	Biological_Process	1	Dcitr05g1633011
GO:0006172	ADP biosynthetic process	Biological_Process	2	Dcitr01g0149011;Dcitr01g0153011
GO:0072383	plus-end-directed vesicle transport along microtubule	Biological_Process	4	Dcitr01g0807011;Dcitr10g1073011;Dcitr01g0796011;Dcitr01g0798011
GO:0008615	pyridoxine biosynthetic process	Biological_Process	6	Dcitr10g0911011;Dcitr02g0691011;Dcitr02g0697011;Dcitr04g0796011;Dcitr10g0912011;Dcitr02g0693011
GO:1903259	exon-exon junction complex disassembly	Biological_Process	1	Dcitr02g0466011
GO:0006366	transcription by RNA polymerase II	Biological_Process	12	Dcitr00g0590011;Dcitr04g0984011;Dcitr01g0230011;Dcitr03g0278011;Dcitr03g0272011;Dcitr10g0992011;Dcitr03g1165011;Dcitr00g0588011;Dcitr01g0232011;Dcitr03g0289011;Dcitr04g0987011;Dcitr13g0543011
GO:0006821	chloride transport	Biological_Process	14	Dcitr01g1931011;Dcitr01g1933011;Dcitr00g0703011;Dcitr07g0231012;Dcitr07g0244011;Dcitr07g0241011;Dcitr04g1107011;Dcitr07g0231011;Dcitr05g0918011;Dcitr01g1968011;Dcitr07g0243011;Dcitr05g0916011;Dcitr01g1966011;Dcitr07g0243012
GO:0046873	metal ion transmembrane transporter activity	Molecular_Function	24	Dcitr12g0469011;Dcitr00g0192011;Dcitr13g0710012;Dcitr04g0852011;Dcitr01g0322011;Dcitr00g0191011;Dcitr13g0710011;Dcitr01g0300011;Dcitr01g0322012;Dcitr09g0781011;Dcitr00g0195011;Dcitr00g0911011;Dcitr10g0396011;Dcitr00g0858011;Dcitr01g0315011;Dcitr06g0385011;Dcitr13g0718011;Dcitr04g0854011;Dcitr04g0395011;Dcitr06g0386011;Dcitr13g0717011;Dcitr09g0783011;Dcitr12g0470011;Dcitr06g0387011
GO:0010040	response to iron(II) ion	Biological_Process	2	Dcitr03g1192011;Dcitr03g1190011
GO:1990423	RZZ complex	Cellular_Component	2	Dcitr07g1308011;Dcitr07g1305011
GO:0016035	zeta DNA polymerase complex	Cellular_Component	1	Dcitr04g1067011
GO:0003688	DNA replication origin binding	Molecular_Function	3	Dcitr00g0381011;Dcitr03g0959011;Dcitr03g0961011
GO:0003952	NAD+ synthase (glutamine-hydrolyzing) activity	Molecular_Function	1	Dcitr01g2045011
GO:0036137	kynurenine aminotransferase activity	Molecular_Function	4	Dcitr00g1286011;Dcitr00g1250011;Dcitr00g1236011;Dcitr12g0158011
GO:0008184	glycogen phosphorylase activity	Molecular_Function	2	Dcitr02g0325011;Dcitr02g0339011
GO:0050661	NADP binding	Molecular_Function	20	Dcitr01g0319011;Dcitr05g1434012;Dcitr12g0494011;Dcitr08g1086011;Dcitr06g0105011;Dcitr00g1505011;Dcitr03g1139011;Dcitr03g0754011;Dcitr01g0320011;Dcitr06g0102011;Dcitr05g1433011;Dcitr06g0100011;Dcitr05g1434013;Dcitr10g1103011;Dcitr08g1090011;Dcitr05g1434011;Dcitr00g0430011;Dcitr00g1209011;Dcitr00g1505012;Dcitr10g0322011
GO:0042274	ribosomal small subunit biogenesis	Biological_Process	2	Dcitr11g0882011;Dcitr04g0701011
GO:0006012	galactose metabolic process	Biological_Process	6	Dcitr13g0196011;Dcitr07g0131011;Dcitr00g0215011;Dcitr03g1282011;Dcitr05g1217011;Dcitr00g0218011
GO:0101030	tRNA-guanine transglycosylation	Biological_Process	1	Dcitr04g0253011
GO:0052866	phosphatidylinositol phosphate phosphatase activity	Molecular_Function	1	Dcitr06g1293011
GO:0003938	IMP dehydrogenase activity	Molecular_Function	1	Dcitr00g0682011
GO:0046854	phosphatidylinositol phosphorylation	Biological_Process	15	Dcitr12g0808011;Dcitr02g0132011;Dcitr01g2238011;Dcitr00g1189011;Dcitr02g0139011;Dcitr00g1179011;Dcitr03g0834011;Dcitr05g0477011;Dcitr02g0133011;Dcitr05g0474011;Dcitr08g1265011;Dcitr12g0809011;Dcitr01g2240011;Dcitr06g0650011;Dcitr03g0842011
GO:0033179	proton-transporting V-type ATPase, V0 domain	Cellular_Component	10	Dcitr00g0488011;Dcitr06g1111011;Dcitr12g0856011;Dcitr04g0693011;Dcitr03g1973011;Dcitr07g0167011;Dcitr12g0858011;Dcitr07g0433011;Dcitr06g1110011;Dcitr07g0432011
GO:0004832	valine-tRNA ligase activity	Molecular_Function	4	Dcitr05g0103011;Dcitr05g0106011;Dcitr05g0581011;Dcitr05g0591011
GO:0004571	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity	Molecular_Function	12	Dcitr06g1443011;Dcitr01g1794011;Dcitr05g0556011;Dcitr01g1795011;Dcitr07g0474011;Dcitr05g0557011;Dcitr06g1450011;Dcitr06g1441011;Dcitr05g0211011;Dcitr05g0205011;Dcitr05g0209011;Dcitr05g0551011
GO:0008536	Ran GTPase binding	Molecular_Function	16	Dcitr02g1234011;Dcitr02g0114011;Dcitr02g0111011;Dcitr09g0603011;Dcitr10g0865011;Dcitr00g0851011;Dcitr05g1426011;Dcitr03g1652012;Dcitr03g1652011;Dcitr05g1422011;Dcitr04g0164011;Dcitr05g1420011;Dcitr11g0446011;Dcitr02g1228011;Dcitr09g0603012;Dcitr04g0161011
GO:0008349	MAP kinase kinase kinase kinase activity	Molecular_Function	1	Dcitr04g0443011
GO:0045263	proton-transporting ATP synthase complex, coupling factor F(o)	Cellular_Component	2	Dcitr07g1217011;Dcitr07g1216011
GO:0006788	heme oxidation	Biological_Process	1	Dcitr10g0440011
GO:0030155	regulation of cell adhesion	Biological_Process	1	Dcitr05g0125011
GO:0061575	cyclin-dependent protein serine/threonine kinase activator activity	Molecular_Function	4	Dcitr01g1590011;Dcitr01g1590012;Dcitr13g0291011;Dcitr01g1610011
GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	Biological_Process	3	Dcitr02g0765011;Dcitr02g0769011;Dcitr02g0774011
GO:0051103	DNA ligation involved in DNA repair	Biological_Process	9	Dcitr02g1868011;Dcitr10g0199011;Dcitr02g1872011;Dcitr02g1873011;Dcitr02g1875011;Dcitr02g0551011;Dcitr10g0196011;Dcitr02g1876011;Dcitr02g1870011
GO:0045893	positive regulation of transcription, DNA-templated	Biological_Process	1	Dcitr04g0169011
GO:0016538	cyclin-dependent protein serine/threonine kinase regulator activity	Molecular_Function	12	Dcitr01g0448013;Dcitr01g0448011;Dcitr01g0448012;Dcitr01g0449011;Dcitr13g0391013;Dcitr04g1188011;Dcitr04g0950011;Dcitr01g1073011;Dcitr13g0391012;Dcitr13g0396011;Dcitr13g0391011;Dcitr04g0945011
GO:0005184	neuropeptide hormone activity	Molecular_Function	6	Dcitr06g0189013;Dcitr08g1238011;Dcitr02g1691011;Dcitr02g1692011;Dcitr06g0189012;Dcitr06g0189011
GO:0015910	long-chain fatty acid import into peroxisome	Biological_Process	1	Dcitr01g1270011
GO:0009890	negative regulation of biosynthetic process	Biological_Process	3	Dcitr04g1588011;Dcitr04g1591011;Dcitr04g1589011
GO:0030488	tRNA methylation	Biological_Process	1	Dcitr05g0194011
GO:0004527	exonuclease activity	Molecular_Function	2	Dcitr03g0119011;Dcitr03g0119012
GO:0008442	3-hydroxyisobutyrate dehydrogenase activity	Molecular_Function	1	Dcitr03g1139011
