Accession_ID	InterPro_Count	InterPro_IDs	InterPro_Types_and_Names
Dcitr13g0639011	2	IPR032763;IPR026160	"DOMAIN:RIC3_N";"FAMILY:Ric3"
Dcitr01g0303011	2	IPR036236;IPR013087	"HOMOLOGOUS_SUPERFAMILY:Znf_C2H2_sf";"DOMAIN:Znf_C2H2_type"
Dcitr12g0644011	1	IPR017956	"CONSERVED_SITE:AT_hook_DNA-bd_motif"
Dcitr03g1166011	9	IPR028082;IPR001828;IPR000719;IPR001054;IPR011009;IPR018297;IPR001170;IPR001245;IPR029787	"HOMOLOGOUS_SUPERFAMILY:Peripla_BP_I";"DOMAIN:ANF_lig-bd_rcpt";"DOMAIN:Prot_kinase_dom";"DOMAIN:A/G_cyclase";"HOMOLOGOUS_SUPERFAMILY:Kinase-like_dom_sf";"CONSERVED_SITE:A/G_cyclase_CS";"FAMILY:ANPR/GUC";"DOMAIN:Ser-Thr/Tyr_kinase_cat_dom";"HOMOLOGOUS_SUPERFAMILY:Nucleotide_cyclase"
Dcitr02g1679011	5	IPR026082;IPR003593;IPR017871;IPR003439;IPR027417	"FAMILY:ABCA";"DOMAIN:AAA+_ATPase";"CONSERVED_SITE:ABC_transporter_CS";"DOMAIN:ABC_transporter-like";"HOMOLOGOUS_SUPERFAMILY:P-loop_NTPase"
Dcitr01g1988011	2	IPR002347;IPR036291	"FAMILY:SDR_fam";"HOMOLOGOUS_SUPERFAMILY:NAD(P)-bd_dom_sf"
Dcitr08g0472011	2	IPR000374;IPR016720	"FAMILY:PC_trans";"FAMILY:PC_Trfase_euk"
Dcitr10g1084011	5	IPR004038;IPR029064;IPR002415;IPR004037;IPR018492	"DOMAIN:Ribosomal_L7Ae/L30e/S12e/Gad45";"HOMOLOGOUS_SUPERFAMILY:L30e-like";"FAMILY:H/ACA_rnp_Nhp2_euk";"CONSERVED_SITE:Ribosomal_L7Ae_CS";"FAMILY:Ribosomal_L7Ae/L8/Nhp2"
Dcitr00g1525011	3	IPR007110;IPR036179;IPR013783	"DOMAIN:Ig-like_dom";"HOMOLOGOUS_SUPERFAMILY:Ig-like_dom_sf";"HOMOLOGOUS_SUPERFAMILY:Ig-like_fold"
Dcitr08g0132011	6	IPR000719;IPR039083;IPR008271;IPR011009;IPR017441;IPR000961	"DOMAIN:Prot_kinase_dom";"FAMILY:PKA_C-beta";"ACTIVE_SITE:Ser/Thr_kinase_AS";"HOMOLOGOUS_SUPERFAMILY:Kinase-like_dom_sf";"BINDING_SITE:Protein_kinase_ATP_BS";"DOMAIN:AGC-kinase_C"
Dcitr00g1195011	3	IPR022775;IPR011012;IPR039652	"DOMAIN:AP_mu_sigma_su";"HOMOLOGOUS_SUPERFAMILY:Longin-like_dom_sf";"FAMILY:Coatomer_zeta"
Dcitr03g1111011	6	IPR037171;IPR001753;IPR014748;IPR018376;IPR000649;IPR029045	"HOMOLOGOUS_SUPERFAMILY:NagB/RpiA_transferase-like";"FAMILY:Enoyl-CoA_hydra/iso";"HOMOLOGOUS_SUPERFAMILY:Enoyl-CoA_hydra_C";"CONSERVED_SITE:Enoyl-CoA_hyd/isom_CS";"FAMILY:IF-2B-related";"HOMOLOGOUS_SUPERFAMILY:ClpP/crotonase-like_dom_sf"
Dcitr08g0504011	7	IPR009100;IPR006091;IPR009075;IPR013786;IPR006089;IPR036250;IPR037069	"HOMOLOGOUS_SUPERFAMILY:AcylCoA_DH/oxidase_NM_dom";"DOMAIN:Acyl-CoA_Oxase/DH_cen-dom";"DOMAIN:AcylCo_DH/oxidase_C";"DOMAIN:AcylCoA_DH/ox_N";"CONSERVED_SITE:Acyl-CoA_DH_CS";"HOMOLOGOUS_SUPERFAMILY:AcylCo_DH-like_C";"HOMOLOGOUS_SUPERFAMILY:AcylCoA_DH/ox_N_sf"
Dcitr06g0797011	1	IPR008862	"FAMILY:Tcp11"
Dcitr01g1541011	7	IPR020838;IPR000330;IPR038718;IPR014001;IPR031047;IPR027417;IPR001650	"DOMAIN:DBINO";"DOMAIN:SNF2_N";"HOMOLOGOUS_SUPERFAMILY:SNF2-like_sf";"DOMAIN:Helicase_ATP-bd";"FAMILY:Ino80";"HOMOLOGOUS_SUPERFAMILY:P-loop_NTPase";"DOMAIN:Helicase_C"
Dcitr08g1172011	2	IPR002656;IPR006621	"DOMAIN:Acyl_transf_3";"DOMAIN:Nose-resist-to-fluoxetine_N"
Dcitr01g0562011	5	IPR036291;IPR013149;IPR011032;IPR020843;IPR013154	"HOMOLOGOUS_SUPERFAMILY:NAD(P)-bd_dom_sf";"DOMAIN:ADH_C";"HOMOLOGOUS_SUPERFAMILY:GroES-like_sf";"DOMAIN:PKS_ER";"DOMAIN:ADH_N"
Dcitr04g0245011	6	IPR001723;IPR001628;IPR000536;IPR035500;IPR013088;IPR000003	"FAMILY:Nuclear_hrmn_rcpt";"DOMAIN:Znf_hrmn_rcpt";"DOMAIN:Nucl_hrmn_rcpt_lig-bd";"HOMOLOGOUS_SUPERFAMILY:NHR-like_dom_sf";"HOMOLOGOUS_SUPERFAMILY:Znf_NHR/GATA";"FAMILY:Retinoid-X_rcpt/HNF4"
Dcitr05g1355011	5	IPR023796;IPR042185;IPR042178;IPR000215;IPR036186	"DOMAIN:Serpin_dom";"HOMOLOGOUS_SUPERFAMILY:Serpin_sf_2";"HOMOLOGOUS_SUPERFAMILY:Serpin_sf_1";"FAMILY:Serpin_fam";"HOMOLOGOUS_SUPERFAMILY:Serpin_sf"
Dcitr10g0539012	4	IPR035914;IPR000859;IPR036055;IPR002172	"HOMOLOGOUS_SUPERFAMILY:Sperma_CUB_dom_sf";"DOMAIN:CUB_dom";"HOMOLOGOUS_SUPERFAMILY:LDL_receptor-like_sf";"REPEAT:LDrepeatLR_classA_rpt"
Dcitr09g0836011	5	IPR020846;IPR003663;IPR036259;IPR005829;IPR005828	"DOMAIN:MFS_dom";"FAMILY:Sugar/inositol_transpt";"HOMOLOGOUS_SUPERFAMILY:MFS_trans_sf";"CONSERVED_SITE:Sugar_transporter_CS";"FAMILY:MFS_sugar_transport-like"
Dcitr01g1542011	2	IPR031047;IPR020838	"FAMILY:Ino80";"DOMAIN:DBINO"
Dcitr02g0477011	9	IPR000217;IPR003008;IPR023123;IPR037103;IPR017975;IPR008280;IPR036525;IPR018316;IPR002453	"FAMILY:Tubulin";"DOMAIN:Tubulin_FtsZ_GTPase";"HOMOLOGOUS_SUPERFAMILY:Tubulin_C";"HOMOLOGOUS_SUPERFAMILY:Tubulin/FtsZ_C_sf";"CONSERVED_SITE:Tubulin_CS";"HOMOLOGOUS_SUPERFAMILY:Tub_FtsZ_C";"HOMOLOGOUS_SUPERFAMILY:Tubulin/FtsZ_GTPase_sf";"DOMAIN:Tubulin/FtsZ_2-layer-sand-dom";"FAMILY:Beta_tubulin"
Dcitr06g0116011	1	IPR007797	"FAMILY:TF_AF4/FMR2"
Dcitr03g1098011	1	IPR008485	"FAMILY:JAMP"
Dcitr08g0525012	4	IPR024609;IPR017850;IPR024607;IPR000917	"DOMAIN:Extracellular_sulfatase_C";"HOMOLOGOUS_SUPERFAMILY:Alkaline_phosphatase_core_sf";"CONSERVED_SITE:Sulfatase_CS";"DOMAIN:Sulfatase_N"
Dcitr05g0757011	4	IPR001752;IPR036961;IPR027640;IPR027417	"DOMAIN:Kinesin_motor_dom";"HOMOLOGOUS_SUPERFAMILY:Kinesin_motor_dom_sf";"FAMILY:Kinesin-like_fam";"HOMOLOGOUS_SUPERFAMILY:P-loop_NTPase"
Dcitr07g0550011	7	IPR011128;IPR006168;IPR017751;IPR006109;IPR008927;IPR036291;IPR013328	"DOMAIN:G3P_DH_NAD-dep_N";"FAMILY:G3P_DH_NAD-dep";"FAMILY:G3P_DH_NAD-dep_euk";"DOMAIN:G3P_DH_NAD-dep_C";"HOMOLOGOUS_SUPERFAMILY:6-PGluconate_DH-like_C_sf";"HOMOLOGOUS_SUPERFAMILY:NAD(P)-bd_dom_sf";"HOMOLOGOUS_SUPERFAMILY:6PGD_dom2"
Dcitr13g0392011	5	IPR003591;IPR025875;IPR032675;IPR000872;IPR001611	"REPEAT:Leu-rich_rpt_typical-subtyp";"REPEAT:Leu-rich_rpt_4";"HOMOLOGOUS_SUPERFAMILY:LRR_dom_sf";"FAMILY:Tafazzin";"REPEAT:Leu-rich_rpt"
Dcitr11g0581011	2	IPR001093;IPR013785	"DOMAIN:IMP_DH_GMPRt";"HOMOLOGOUS_SUPERFAMILY:Aldolase_TIM"
Dcitr10g0251011	2	IPR036236;IPR013087	"HOMOLOGOUS_SUPERFAMILY:Znf_C2H2_sf";"DOMAIN:Znf_C2H2_type"
Dcitr02g1105011	8	IPR027417;IPR011009;IPR000719;IPR008271;IPR001609;IPR000048;IPR017441;IPR036961	"HOMOLOGOUS_SUPERFAMILY:P-loop_NTPase";"HOMOLOGOUS_SUPERFAMILY:Kinase-like_dom_sf";"DOMAIN:Prot_kinase_dom";"ACTIVE_SITE:Ser/Thr_kinase_AS";"DOMAIN:Myosin_head_motor_dom";"BINDING_SITE:IQ_motif_EF-hand-BS";"BINDING_SITE:Protein_kinase_ATP_BS";"HOMOLOGOUS_SUPERFAMILY:Kinesin_motor_dom_sf"
Dcitr08g0891011	4	IPR008979;IPR009091;IPR000408;IPR004939	"HOMOLOGOUS_SUPERFAMILY:Galactose-bd-like_sf";"HOMOLOGOUS_SUPERFAMILY:RCC1/BLIP-II";"REPEAT:Reg_chr_condens";"DOMAIN:APC_su10/DOC_dom"
Dcitr07g0872011	5	IPR017441;IPR001245;IPR011009;IPR000719;IPR008266	"BINDING_SITE:Protein_kinase_ATP_BS";"DOMAIN:Ser-Thr/Tyr_kinase_cat_dom";"HOMOLOGOUS_SUPERFAMILY:Kinase-like_dom_sf";"DOMAIN:Prot_kinase_dom";"ACTIVE_SITE:Tyr_kinase_AS"
Dcitr03g2022011	1	IPR033263	"FAMILY:RNF180"
Dcitr00g1038011	2	IPR025927;IPR026316	"DOMAIN:Potential_DNA-bd";"FAMILY:NSL2"
Dcitr10g0948011	2	IPR000742;IPR013032	"DOMAIN:EGF-like_dom";"CONSERVED_SITE:EGF-like_CS"
Dcitr08g0634011	4	IPR029058;IPR001375;IPR038554;IPR002469	"HOMOLOGOUS_SUPERFAMILY:AB_hydrolase";"DOMAIN:Peptidase_S9";"HOMOLOGOUS_SUPERFAMILY:Peptidase_S9B_N_sf";"DOMAIN:Peptidase_S9B_N"
Dcitr10g0428013	2	IPR026663;IPR026664	"FAMILY:Otoancorin";"FAMILY:Stereocilin-rel"
Dcitr00g1454011	6	IPR029033;IPR013078;IPR036028;IPR009060;IPR015940;IPR001452	"HOMOLOGOUS_SUPERFAMILY:His_PPase_superfam";"FAMILY:His_Pase_superF_clade-1";"HOMOLOGOUS_SUPERFAMILY:SH3-like_dom_sf";"HOMOLOGOUS_SUPERFAMILY:UBA-like_sf";"DOMAIN:UBA";"DOMAIN:SH3_domain"
Dcitr10g0692013	4	IPR001254;IPR018114;IPR009003;IPR001314	"DOMAIN:Trypsin_dom";"ACTIVE_SITE:TRYPSIN_HIS";"HOMOLOGOUS_SUPERFAMILY:Peptidase_S1_PA";"FAMILY:Peptidase_S1A"
Dcitr01g1227011	3	IPR011705;IPR000210;IPR011333	"DOMAIN:BACK";"DOMAIN:BTB/POZ_dom";"HOMOLOGOUS_SUPERFAMILY:SKP1/BTB/POZ_sf"
Dcitr03g0693011	2	IPR029033;IPR013078	"HOMOLOGOUS_SUPERFAMILY:His_PPase_superfam";"FAMILY:His_Pase_superF_clade-1"
Dcitr09g0696011	7	IPR040694;IPR040693;IPR029044;IPR040525;IPR009448;IPR040692;IPR040497	"DOMAIN:UGGT_TRXL_2";"DOMAIN:UGGT_TRXL_1";"HOMOLOGOUS_SUPERFAMILY:Nucleotide-diphossugar_trans";"DOMAIN:UGGT_TRXL_4";"FAMILY:UDP-g_GGtrans";"DOMAIN:UGGT_TRXL_3";"DOMAIN:Glyco_transf_24"
Dcitr05g1409011	5	IPR000357;IPR016024;IPR011989;IPR031088;IPR021133	"REPEAT:HEAT";"HOMOLOGOUS_SUPERFAMILY:ARM-type_fold";"HOMOLOGOUS_SUPERFAMILY:ARM-like";"FAMILY:PPP4R1L";"REPEAT:HEAT_type_2"
Dcitr02g0767011	4	IPR013026;IPR013105;IPR019734;IPR011990	"DOMAIN:TPR-contain_dom";"REPEAT:TPR_2";"REPEAT:TPR_repeat";"HOMOLOGOUS_SUPERFAMILY:TPR-like_helical_dom_sf"
Dcitr03g0122011	7	IPR000477;IPR041588;IPR036397;IPR021109;IPR001584;IPR012337;IPR043128	"DOMAIN:RT_dom";"DOMAIN:Integrase_H2C2";"HOMOLOGOUS_SUPERFAMILY:RNaseH_sf";"HOMOLOGOUS_SUPERFAMILY:Peptidase_aspartic_dom_sf";"DOMAIN:Integrase_cat-core";"HOMOLOGOUS_SUPERFAMILY:RNaseH-like_sf";"HOMOLOGOUS_SUPERFAMILY:Rev_trsase/Diguanyl_cyclase"
Dcitr04g1350013	2	IPR031311;IPR000618	"CONSERVED_SITE:CHIT_BIND_RR_consensus";"FAMILY:Insect_cuticle"
Dcitr10g0425011	6	IPR027417;IPR015415;IPR041569;IPR003593;IPR003959;IPR003960	"HOMOLOGOUS_SUPERFAMILY:P-loop_NTPase";"DOMAIN:Vps4_C";"DOMAIN:AAA_lid_3";"DOMAIN:AAA+_ATPase";"DOMAIN:ATPase_AAA_core";"CONSERVED_SITE:ATPase_AAA_CS"
Dcitr04g1045011	1	IPR013657	"FAMILY:UAA"
Dcitr08g0683011	4	IPR036390;IPR027244;IPR000591;IPR036388	"HOMOLOGOUS_SUPERFAMILY:WH_DNA-bd_sf";"FAMILY:IML1";"DOMAIN:DEP_dom";"HOMOLOGOUS_SUPERFAMILY:WH-like_DNA-bd_sf"
Dcitr06g0269011	5	IPR001508;IPR001320;IPR028082;IPR019594;IPR001828	"FAMILY:Iono_rcpt_met";"DOMAIN:Iontro_rcpt";"HOMOLOGOUS_SUPERFAMILY:Peripla_BP_I";"DOMAIN:Glu/Gly-bd";"DOMAIN:ANF_lig-bd_rcpt"
Dcitr10g0506011	8	IPR000836;IPR011060;IPR004467;IPR013785;IPR014732;IPR029057;IPR001754;IPR023031	"DOMAIN:PRibTrfase_dom";"HOMOLOGOUS_SUPERFAMILY:RibuloseP-bd_barrel";"DOMAIN:Or_phspho_trans_dom";"HOMOLOGOUS_SUPERFAMILY:Aldolase_TIM";"FAMILY:OMPdecase";"HOMOLOGOUS_SUPERFAMILY:PRTase-like";"DOMAIN:OMPdeCOase_dom";"FAMILY:OPRT"
Dcitr03g2076011	3	IPR027417;IPR005225;IPR001806	"HOMOLOGOUS_SUPERFAMILY:P-loop_NTPase";"DOMAIN:Small_GTP-bd_dom";"FAMILY:Small_GTPase"
Dcitr09g0358011	4	IPR017868;IPR001298;IPR014756;IPR013783	"REPEAT:Filamin/ABP280_repeat-like";"REPEAT:Filamin/ABP280_rpt";"HOMOLOGOUS_SUPERFAMILY:Ig_E-set";"HOMOLOGOUS_SUPERFAMILY:Ig-like_fold"
Dcitr08g0352011	3	IPR036638;IPR015789;IPR011598	"HOMOLOGOUS_SUPERFAMILY:HLH_DNA-bd_sf";"FAMILY:Twist-related";"DOMAIN:bHLH_dom"
Dcitr05g1469011	3	IPR017907;IPR013083;IPR001841	"CONSERVED_SITE:Znf_RING_CS";"HOMOLOGOUS_SUPERFAMILY:Znf_RING/FYVE/PHD";"DOMAIN:Znf_RING"
Dcitr12g0344011	1	IPR008491	"FAMILY:CDK5RAP3"
Dcitr09g0921011	5	IPR006073;IPR023179;IPR014813;IPR027417;IPR030378	"DOMAIN:GTP_binding_domain";"HOMOLOGOUS_SUPERFAMILY:GTP-bd_ortho_bundle_sf";"DOMAIN:Gnl3_N_dom";"HOMOLOGOUS_SUPERFAMILY:P-loop_NTPase";"DOMAIN:G_CP_dom"
Dcitr01g1983011	3	IPR016715;IPR005065;IPR029058	"FAMILY:PAF_acetylhydro_eukaryote";"FAMILY:PAF_acetylhydro-like";"HOMOLOGOUS_SUPERFAMILY:AB_hydrolase"
Dcitr05g0702012	7	IPR039911;IPR015943;IPR034744;IPR032486;IPR034743;IPR019143;IPR036322	"FAMILY:JIP3/JIP4";"HOMOLOGOUS_SUPERFAMILY:WD40/YVTN_repeat-like_dom_sf";"DOMAIN:RH2";"DOMAIN:JIP_LZII";"DOMAIN:RH1";"DOMAIN:JNK/Rab-associated_protein-1_N";"HOMOLOGOUS_SUPERFAMILY:WD40_repeat_dom_sf"
Dcitr03g0101011	4	IPR036179;IPR007110;IPR013783;IPR013151	"HOMOLOGOUS_SUPERFAMILY:Ig-like_dom_sf";"DOMAIN:Ig-like_dom";"HOMOLOGOUS_SUPERFAMILY:Ig-like_fold";"DOMAIN:Immunoglobulin"
Dcitr03g2112011	7	IPR024743;IPR041228;IPR043160;IPR004273;IPR041658;IPR042219;IPR035706	"DOMAIN:Dynein_HC_stalk";"DOMAIN:Dynein_C";"HOMOLOGOUS_SUPERFAMILY:Dynein_C_barrel";"DOMAIN:Dynein_heavy_D6_P-loop";"DOMAIN:AAA_lid_11";"HOMOLOGOUS_SUPERFAMILY:AAA_lid_11_sf";"DOMAIN:AAA_9"
Dcitr09g0386011	6	IPR000215;IPR036186;IPR042178;IPR042185;IPR023795;IPR023796	"FAMILY:Serpin_fam";"HOMOLOGOUS_SUPERFAMILY:Serpin_sf";"HOMOLOGOUS_SUPERFAMILY:Serpin_sf_1";"HOMOLOGOUS_SUPERFAMILY:Serpin_sf_2";"CONSERVED_SITE:Serpin_CS";"DOMAIN:Serpin_dom"
Dcitr12g0463011	2	IPR036872;IPR001715	"HOMOLOGOUS_SUPERFAMILY:CH_dom_sf";"DOMAIN:CH-domain"
Dcitr07g0574011	2	IPR013087;IPR036236	"DOMAIN:Znf_C2H2_type";"HOMOLOGOUS_SUPERFAMILY:Znf_C2H2_sf"
Dcitr02g0163011	2	IPR011009;IPR000719	"HOMOLOGOUS_SUPERFAMILY:Kinase-like_dom_sf";"DOMAIN:Prot_kinase_dom"
Dcitr04g0208011	1	IPR006612	"DOMAIN:THAP_Znf"
Dcitr05g1633011	4	IPR013026;IPR019734;IPR011990;IPR033053	"DOMAIN:TPR-contain_dom";"REPEAT:TPR_repeat";"HOMOLOGOUS_SUPERFAMILY:TPR-like_helical_dom_sf";"FAMILY:Hir3/CABIN1"
Dcitr03g0752011	5	IPR036322;IPR020472;IPR001680;IPR017986;IPR015943	"HOMOLOGOUS_SUPERFAMILY:WD40_repeat_dom_sf";"REPEAT:G-protein_beta_WD-40_rep";"REPEAT:WD40_repeat";"DOMAIN:WD40_repeat_dom";"HOMOLOGOUS_SUPERFAMILY:WD40/YVTN_repeat-like_dom_sf"
Dcitr03g0247011	2	IPR039731;IPR003675	"FAMILY:Rce1";"FAMILY:CAAX_protease_2"
Dcitr04g0402011	1	IPR033599	"FAMILY:TAF1B/Rrn7"
Dcitr04g1542011	4	IPR010554;IPR006602;IPR011992;IPR040193	"DOMAIN:DUF1126";"DOMAIN:Uncharacterised_DM10";"HOMOLOGOUS_SUPERFAMILY:EF-hand-dom_pair";"FAMILY:EFHC1/EFHC2/EFHB"
Dcitr03g0505011	1	IPR028043	"FAMILY:PAAT-like"
Dcitr07g1179011	3	IPR012677;IPR035979;IPR000504	"HOMOLOGOUS_SUPERFAMILY:Nucleotide-bd_a/b_plait_sf";"HOMOLOGOUS_SUPERFAMILY:RBD_domain_sf";"DOMAIN:RRM_dom"
Dcitr00g1446012	1	IPR004140	"FAMILY:Exo70"
Dcitr05g1163011	2	IPR013087;IPR036236	"DOMAIN:Znf_C2H2_type";"HOMOLOGOUS_SUPERFAMILY:Znf_C2H2_sf"
Dcitr12g0341011	2	IPR007209;IPR013283	"DOMAIN:RNaseL-inhib_metal-bd_dom";"FAMILY:RLI1"
Dcitr06g0783012	3	IPR009000;IPR007504;IPR038664	"HOMOLOGOUS_SUPERFAMILY:Transl_B-barrel_sf";"FAMILY:H/ACA_rnp_Gar1/Naf1";"HOMOLOGOUS_SUPERFAMILY:Gar1/Naf1_Cbf5-bd_sf"
Dcitr01g1759011	1	IPR017946	"HOMOLOGOUS_SUPERFAMILY:PLC-like_Pdiesterase_TIM-brl"
Dcitr02g1327011	3	IPR015919;IPR002126;IPR020894	"HOMOLOGOUS_SUPERFAMILY:Cadherin-like_sf";"DOMAIN:Cadherin-like_dom";"CONSERVED_SITE:Cadherin_CS"
Dcitr10g0331011	3	IPR001932;IPR015655;IPR036457	"DOMAIN:PPM-type_phosphatase_dom";"FAMILY:PP2C";"HOMOLOGOUS_SUPERFAMILY:PPM-type_dom_sf"
Dcitr09g0417011	4	IPR036053;IPR035983;IPR000569;IPR002004	"HOMOLOGOUS_SUPERFAMILY:PABP-dom";"HOMOLOGOUS_SUPERFAMILY:Hect_E3_ubiquitin_ligase";"DOMAIN:HECT_dom";"DOMAIN:PABP_HYD"
Dcitr06g0879011	3	IPR008383;IPR016024;IPR011989	"FAMILY:API5";"HOMOLOGOUS_SUPERFAMILY:ARM-type_fold";"HOMOLOGOUS_SUPERFAMILY:ARM-like"
Dcitr10g0454011	11	IPR017938;IPR023173;IPR023208;IPR001433;IPR029039;IPR001094;IPR001709;IPR039261;IPR008254;IPR017927;IPR003097	"HOMOLOGOUS_SUPERFAMILY:Riboflavin_synthase-like_b-brl";"HOMOLOGOUS_SUPERFAMILY:NADPH_Cyt_P450_Rdtase_alpha";"FAMILY:P450R";"DOMAIN:OxRdtase_FAD/NAD-bd";"HOMOLOGOUS_SUPERFAMILY:Flavoprotein-like_sf";"DOMAIN:Flavdoxin-like";"DOMAIN:Flavoprot_Pyr_Nucl_cyt_Rdtase";"HOMOLOGOUS_SUPERFAMILY:FNR_nucleotide-bd";"DOMAIN:Flavodoxin/NO_synth";"DOMAIN:FAD-bd_FR_type";"DOMAIN:CysJ-like_FAD-binding"
Dcitr04g1369011	3	IPR028626;IPR000289;IPR012340	"CONSERVED_SITE:Ribosomal_S28e_CS";"FAMILY:Ribosomal_S28e";"HOMOLOGOUS_SUPERFAMILY:NA-bd_OB-fold"
Dcitr06g1046011	3	IPR004493;IPR002300;IPR001412	"FAMILY:Leu-tRNA-synth_Ia_arc/euk";"DOMAIN:aa-tRNA-synth_Ia";"CONSERVED_SITE:aa-tRNA-synth_I_CS"
Dcitr04g0189013	3	IPR036263;IPR002701;IPR008240	"HOMOLOGOUS_SUPERFAMILY:Chorismate_II_sf";"DOMAIN:CM_II_prokaryot";"FAMILY:Chorismate_mutase_periplasmic"
Dcitr05g0746011	2	IPR001715;IPR036872	"DOMAIN:CH-domain";"HOMOLOGOUS_SUPERFAMILY:CH_dom_sf"
Dcitr12g0788011	3	IPR000560;IPR029033;IPR016274	"FAMILY:His_Pase_clade-2";"HOMOLOGOUS_SUPERFAMILY:His_PPase_superfam";"FAMILY:Histidine_acid_Pase_euk"
Dcitr00g1484011	1	IPR040745	"DOMAIN:Ankyrin_UPA"
Dcitr00g0300011	5	IPR015422;IPR015424;IPR015421;IPR001597;IPR023603	"HOMOLOGOUS_SUPERFAMILY:PyrdxlP-dep_Trfase_dom1";"HOMOLOGOUS_SUPERFAMILY:PyrdxlP-dep_Trfase";"HOMOLOGOUS_SUPERFAMILY:PyrdxlP-dep_Trfase_major";"DOMAIN:ArAA_b-elim_lyase/Thr_aldolase";"FAMILY:Threonine_aldolase"
Dcitr04g0228011	7	IPR043128;IPR012337;IPR001584;IPR041577;IPR036397;IPR000477;IPR041588	"HOMOLOGOUS_SUPERFAMILY:Rev_trsase/Diguanyl_cyclase";"HOMOLOGOUS_SUPERFAMILY:RNaseH-like_sf";"DOMAIN:Integrase_cat-core";"DOMAIN:RT_RNaseH_2";"HOMOLOGOUS_SUPERFAMILY:RNaseH_sf";"DOMAIN:RT_dom";"DOMAIN:Integrase_H2C2"
Dcitr12g0735011	3	IPR000734;IPR013818;IPR029058	"FAMILY:TAG_lipase";"DOMAIN:Lipase/vitellogenin";"HOMOLOGOUS_SUPERFAMILY:AB_hydrolase"
Dcitr04g0523011	15	IPR043157;IPR041466;IPR004273;IPR035699;IPR041589;IPR042219;IPR027417;IPR026983;IPR024743;IPR024317;IPR043160;IPR003593;IPR041228;IPR035706;IPR041658	"HOMOLOGOUS_SUPERFAMILY:Dynein_AAA1S";"DOMAIN:Dynein_AAA5_ext";"DOMAIN:Dynein_heavy_D6_P-loop";"DOMAIN:AAA_6";"DOMAIN:DNAH3_AAA_lid_1";"HOMOLOGOUS_SUPERFAMILY:AAA_lid_11_sf";"HOMOLOGOUS_SUPERFAMILY:P-loop_NTPase";"FAMILY:DHC_fam";"DOMAIN:Dynein_HC_stalk";"DOMAIN:Dynein_heavy_chain_D4_dom";"HOMOLOGOUS_SUPERFAMILY:Dynein_C_barrel";"DOMAIN:AAA+_ATPase";"DOMAIN:Dynein_C";"DOMAIN:AAA_9";"DOMAIN:AAA_lid_11"
Dcitr03g0483011	1	IPR004299	"FAMILY:MBOAT_fam"
Dcitr07g1237011	3	IPR013783;IPR008962;IPR000535	"HOMOLOGOUS_SUPERFAMILY:Ig-like_fold";"HOMOLOGOUS_SUPERFAMILY:PapD-like_sf";"DOMAIN:MSP_dom"
Dcitr05g0805011	2	IPR006342;IPR029063	"DOMAIN:FkbM_mtfrase";"HOMOLOGOUS_SUPERFAMILY:SAM-dependent_MTases"
Dcitr01g2178011	1	IPR012674	"HOMOLOGOUS_SUPERFAMILY:Calycin"
Dcitr10g0327011	2	IPR010695;IPR038513	"FAMILY:FAIM1";"HOMOLOGOUS_SUPERFAMILY:FAIM1_dom_sf"
Dcitr01g0565012	5	IPR020846;IPR003663;IPR036259;IPR005829;IPR005828	"DOMAIN:MFS_dom";"FAMILY:Sugar/inositol_transpt";"HOMOLOGOUS_SUPERFAMILY:MFS_trans_sf";"CONSERVED_SITE:Sugar_transporter_CS";"FAMILY:MFS_sugar_transport-like"
Dcitr01g0118012	4	IPR001611;IPR003591;IPR025875;IPR032675	"REPEAT:Leu-rich_rpt";"REPEAT:Leu-rich_rpt_typical-subtyp";"REPEAT:Leu-rich_rpt_4";"HOMOLOGOUS_SUPERFAMILY:LRR_dom_sf"
Dcitr12g1019011	3	IPR036397;IPR001584;IPR012337	"HOMOLOGOUS_SUPERFAMILY:RNaseH_sf";"DOMAIN:Integrase_cat-core";"HOMOLOGOUS_SUPERFAMILY:RNaseH-like_sf"
Dcitr04g0495011	1	IPR007528	"FAMILY:RINT1_Tip20"
Dcitr00g0786011	2	IPR033317;IPR016024	"FAMILY:TRA1/TRRAP";"HOMOLOGOUS_SUPERFAMILY:ARM-type_fold"
Dcitr05g1209011	2	IPR024771;IPR039228	"DOMAIN:SUZ";"FAMILY:SZRD1"
Dcitr11g0367011	5	IPR001314;IPR033116;IPR001254;IPR018114;IPR009003	"FAMILY:Peptidase_S1A";"ACTIVE_SITE:TRYPSIN_SER";"DOMAIN:Trypsin_dom";"ACTIVE_SITE:TRYPSIN_HIS";"HOMOLOGOUS_SUPERFAMILY:Peptidase_S1_PA"
Dcitr00g0861013	5	IPR000719;IPR011009;IPR008979;IPR017441;IPR013857	"DOMAIN:Prot_kinase_dom";"HOMOLOGOUS_SUPERFAMILY:Kinase-like_dom_sf";"HOMOLOGOUS_SUPERFAMILY:Galactose-bd-like_sf";"BINDING_SITE:Protein_kinase_ATP_BS";"DOMAIN:NADH-UbQ_OxRdtase-assoc_prot30"
Dcitr04g0773011	1	IPR031887	"FAMILY:SDCCAG8"
Dcitr02g1131011	4	IPR024079;IPR034035;IPR001506;IPR006026	"HOMOLOGOUS_SUPERFAMILY:MetalloPept_cat_dom_sf";"DOMAIN:Astacin-like_dom";"DOMAIN:Peptidase_M12A";"DOMAIN:Peptidase_Metallo"
