InterPro_ID	InterPro_Type_and_Name	Accession_Count	Accession_IDs
IPR004087	DOMAIN:KH_dom	55	Dcitr02g0108011;Dcitr10g0545011;Dcitr02g1418011;Dcitr01g0887011;Dcitr07g1004011;Dcitr02g0108013;Dcitr05g0400011;Dcitr01g1104011;Dcitr04g0750011;Dcitr03g1394011;Dcitr01g1019011;Dcitr05g1333011;Dcitr01g0213011;Dcitr08g1082012;Dcitr04g1102011;Dcitr05g1335011;Dcitr07g1003012;Dcitr08g1082013;Dcitr08g0976014;Dcitr08g0976013;Dcitr04g0757011;Dcitr10g0545013;Dcitr01g0887014;Dcitr02g0108012;Dcitr08g0976011;Dcitr03g1392011;Dcitr01g0887012;Dcitr07g1003011;Dcitr10g0541011;Dcitr03g0350011;Dcitr02g1423011;Dcitr05g1336011;Dcitr01g0210011;Dcitr00g1268012;Dcitr00g0446011;Dcitr08g0976015;Dcitr10g0542011;Dcitr08g0976012;Dcitr02g0108014;Dcitr00g0635011;Dcitr08g1082011;Dcitr10g0545012;Dcitr04g1105011;Dcitr01g1579011;Dcitr07g1004012;Dcitr04g0546011;Dcitr03g0349011;Dcitr01g0887013;Dcitr01g1894011;Dcitr01g2114011;Dcitr11g0893011;Dcitr01g1103011;Dcitr10g0542012;Dcitr00g1268011;Dcitr01g0887015
IPR027741	FAMILY:DNM1	1	Dcitr08g0909011
IPR034616	FAMILY:BCKDH_E1-a	1	Dcitr08g0462011
IPR026295	FAMILY:Coiled-coil_dom_cont_p_81	2	Dcitr02g0654012;Dcitr02g0654011
IPR014388	FAMILY:3-oxoacid_CoA-transferase	1	Dcitr00g0924011
IPR006638	DOMAIN:Elp3/MiaB/NifB	11	Dcitr02g1616012;Dcitr02g1616011;Dcitr01g0356011;Dcitr12g0123011;Dcitr02g1614011;Dcitr02g1612011;Dcitr01g0341011;Dcitr06g1144011;Dcitr12g0125011;Dcitr04g0317011;Dcitr01g0337011
IPR039600	FAMILY:TANGO6/Rtp1	1	Dcitr04g0494011
IPR001078	DOMAIN:2-oxoacid_DH_actylTfrase	7	Dcitr06g0733011;Dcitr01g0421011;Dcitr06g0737011;Dcitr03g1690011;Dcitr04g1630011;Dcitr03g1687011;Dcitr01g0420011
IPR003115	DOMAIN:ParB/Sulfiredoxin_dom	1	Dcitr00g0317011
IPR013216	DOMAIN:Methyltransf_11	7	Dcitr06g0651011;Dcitr11g0633011;Dcitr05g0194011;Dcitr06g0653011;Dcitr04g0989011;Dcitr04g0362011;Dcitr11g0611011
IPR040228	FAMILY:Insulin-relat-peptide_inver	4	Dcitr13g0447011;Dcitr06g0876011;Dcitr06g0875011;Dcitr06g0853011
IPR016177	HOMOLOGOUS_SUPERFAMILY:DNA-bd_dom_sf	10	Dcitr02g1284011;Dcitr11g0709011;Dcitr08g0151011;Dcitr05g1357013;Dcitr10g0283011;Dcitr05g1357011;Dcitr05g1357012;Dcitr10g0284011;Dcitr08g0153011;Dcitr12g0513011
IPR040854	FAMILY:DUF5575	4	Dcitr04g1646011;Dcitr02g1049011;Dcitr00g0378011;Dcitr00g1011011
IPR025750	DOMAIN:Requiem/DPF_N_dom	1	Dcitr04g0394011
IPR002937	DOMAIN:Amino_oxidase	16	Dcitr03g2059011;Dcitr13g0221011;Dcitr13g0238011;Dcitr07g0819011;Dcitr13g0239011;Dcitr13g0240011;Dcitr13g0221012;Dcitr07g0818011;Dcitr07g0817011;Dcitr02g0942011;Dcitr13g0237011;Dcitr03g0277011;Dcitr03g2057011;Dcitr13g0239012;Dcitr03g0855011;Dcitr03g0816011
IPR004160	DOMAIN:Transl_elong_EFTu/EF1A_C	8	Dcitr09g0196011;Dcitr02g2000011;Dcitr09g0219012;Dcitr09g0219011;Dcitr12g0516011;Dcitr09g0219013;Dcitr07g0684011;Dcitr05g0838011
IPR010844	DOMAIN:Occludin_ELL	2	Dcitr11g0344011;Dcitr11g0348011
IPR007745	FAMILY:Cyt_c_oxidase_Cu-chaperone	1	Dcitr01g1574011
IPR007081	DOMAIN:RNA_pol_Rpb1_5	8	Dcitr03g0938011;Dcitr01g0230011;Dcitr01g1681012;Dcitr03g0941011;Dcitr01g0232011;Dcitr01g1681011;Dcitr01g1675011;Dcitr01g1676011
IPR010895	DOMAIN:CHRD	3	Dcitr02g0704011;Dcitr02g0705011;Dcitr02g0706011
IPR036353	HOMOLOGOUS_SUPERFAMILY:XPC-bd_sf	1	Dcitr05g0934011
IPR019312	FAMILY:CNOT11	4	Dcitr13g0257011;Dcitr13g0266011;Dcitr13g0255011;Dcitr13g0259011
IPR001110	CONSERVED_SITE:UPF0012_CS	1	Dcitr04g0173011
IPR035761	DOMAIN:SPRY1_RyR	1	Dcitr04g0444011
IPR018630	FAMILY:Zwilch	2	Dcitr07g1308011;Dcitr07g1305011
IPR024395	DOMAIN:CLASP_N_dom	3	Dcitr02g1153011;Dcitr11g0986011;Dcitr02g1156011
IPR041507	DOMAIN:UCH_C	2	Dcitr09g0643011;Dcitr05g1083011
IPR012599	DOMAIN:Propeptide_C1A	6	Dcitr00g0715011;Dcitr02g0193011;Dcitr11g0461011;Dcitr06g0131011;Dcitr06g0635011;Dcitr11g0462011
IPR012999	ACTIVE_SITE:Pyr_OxRdtase_I_AS	5	Dcitr12g0642011;Dcitr01g0524011;Dcitr03g0281011;Dcitr03g0286011;Dcitr12g0646011
IPR040111	FAMILY:TTC25	1	Dcitr04g1209011
IPR032839	DOMAIN:RAB3GAP_N	1	Dcitr02g0619011
IPR032566	DOMAIN:Znf-C2HE	1	Dcitr10g0824011
IPR013843	DOMAIN:Ribosomal_S4e_N	2	Dcitr05g1154011;Dcitr05g1156011
IPR013578	DOMAIN:Peptidase_M16C_assoc	1	Dcitr04g0432011
IPR003306	DOMAIN:WIF	7	Dcitr00g0917011;Dcitr02g1703011;Dcitr01g0759011;Dcitr01g1222011;Dcitr01g1223011;Dcitr01g0765011;Dcitr00g0917012
IPR002093	REPEAT:BRCA2_repeat	2	Dcitr05g0510011;Dcitr05g0508011
IPR008297	FAMILY:Notch	2	Dcitr08g0331011;Dcitr08g0330011
IPR007085	DOMAIN:DNA/pantothenate-metab_flavo_C	1	Dcitr07g0310011
IPR030243	FAMILY:NCKX30C-like	1	Dcitr13g0355011
IPR036366	HOMOLOGOUS_SUPERFAMILY:PGBDSf	1	Dcitr09g0861011
IPR037645	FAMILY:KCT2	3	Dcitr00g1354013;Dcitr00g1354012;Dcitr00g1354011
IPR000668	DOMAIN:Peptidase_C1A_C	43	Dcitr06g0131011;Dcitr03g1684011;Dcitr03g1355011;Dcitr11g0462011;Dcitr07g0811011;Dcitr07g0809011;Dcitr01g1292011;Dcitr03g1583011;Dcitr12g0381011;Dcitr06g0947011;Dcitr12g0387011;Dcitr03g1356011;Dcitr09g0206011;Dcitr03g1353011;Dcitr06g0326011;Dcitr01g1306011;Dcitr07g0810011;Dcitr05g0155011;Dcitr06g0528011;Dcitr07g0811012;Dcitr06g0979011;Dcitr00g0715011;Dcitr03g1592011;Dcitr03g1307011;Dcitr08g0149011;Dcitr12g0376011;Dcitr08g0607011;Dcitr05g0157011;Dcitr06g0325011;Dcitr06g0329011;Dcitr06g0636011;Dcitr07g0808011;Dcitr00g1034011;Dcitr05g0173011;Dcitr03g1354011;Dcitr06g0635011;Dcitr11g0461011;Dcitr02g0193011;Dcitr03g1268011;Dcitr03g1686011;Dcitr05g0173012;Dcitr06g0327011;Dcitr05g0171011
IPR000435	FAMILY:Tektin	1	Dcitr12g0624011
IPR008551	FAMILY:TANGO2	1	Dcitr04g0575011
IPR001370	REPEAT:BIR_rpt	8	Dcitr03g1985011;Dcitr03g0824011;Dcitr01g1203011;Dcitr08g0103011;Dcitr13g0631011;Dcitr08g0156011;Dcitr01g1151011;Dcitr00g1277011
IPR039845	FAMILY:FAM192A	1	Dcitr09g0662011
IPR010542	DOMAIN:Vert_HSTF_C	2	Dcitr00g0916011;Dcitr00g0762011
IPR037607	FAMILY:DGK	14	Dcitr06g1397011;Dcitr01g1827011;Dcitr07g0876011;Dcitr07g0879011;Dcitr09g0908011;Dcitr09g0904011;Dcitr07g0879012;Dcitr09g0903011;Dcitr06g1398011;Dcitr06g1399011;Dcitr09g0907011;Dcitr01g1826011;Dcitr06g1402011;Dcitr06g1396011
IPR019443	DOMAIN:FMP27_C	1	Dcitr10g0957011
IPR036603	HOMOLOGOUS_SUPERFAMILY:RBP11-like	4	Dcitr03g0801011;Dcitr02g0768011;Dcitr03g0802011;Dcitr10g0992011
IPR036371	HOMOLOGOUS_SUPERFAMILY:TPK_B1-bd_sf	3	Dcitr07g0587011;Dcitr00g0769011;Dcitr07g0581011
IPR002594	FAMILY:GH12	1	Dcitr02g0355011
IPR013098	DOMAIN:Ig_I-set	118	Dcitr05g0441015;Dcitr08g0366011;Dcitr02g1486012;Dcitr02g1026011;Dcitr05g0881011;Dcitr02g1382011;Dcitr02g0509011;Dcitr02g1487011;Dcitr02g1463011;Dcitr00g1093011;Dcitr08g1169011;Dcitr08g1174011;Dcitr08g0966011;Dcitr08g0366015;Dcitr08g1206011;Dcitr05g0878011;Dcitr08g1008011;Dcitr01g0567011;Dcitr04g1693011;Dcitr05g0899011;Dcitr08g1205011;Dcitr08g0366014;Dcitr02g1806011;Dcitr05g0441014;Dcitr13g0502011;Dcitr02g0631011;Dcitr01g1491011;Dcitr04g1532011;Dcitr02g1487012;Dcitr06g0723011;Dcitr05g0697011;Dcitr11g0990011;Dcitr05g0691013;Dcitr13g0429011;Dcitr13g0701011;Dcitr13g0704011;Dcitr03g1828011;Dcitr03g1040011;Dcitr05g0271011;Dcitr04g0296011;Dcitr05g0869011;Dcitr04g1694011;Dcitr05g0884011;Dcitr05g1060011;Dcitr11g0817011;Dcitr11g0719011;Dcitr04g1596011;Dcitr08g0304011;Dcitr02g0510011;Dcitr05g1048011;Dcitr08g0324011;Dcitr05g0272011;Dcitr05g0698011;Dcitr00g0793011;Dcitr05g1052011;Dcitr13g0571011;Dcitr03g1826011;Dcitr02g0509012;Dcitr05g0691011;Dcitr04g1451011;Dcitr05g0441012;Dcitr13g0430011;Dcitr10g0964011;Dcitr01g1491012;Dcitr04g1595011;Dcitr13g0702011;Dcitr03g1039011;Dcitr05g0691012;Dcitr02g1027011;Dcitr01g0377011;Dcitr13g0703013;Dcitr02g0122011;Dcitr02g0630011;Dcitr10g1016011;Dcitr05g0880011;Dcitr03g1050011;Dcitr04g0224011;Dcitr06g1020011;Dcitr13g0701012;Dcitr08g1206012;Dcitr13g0301011;Dcitr05g0441013;Dcitr13g0703012;Dcitr10g1021011;Dcitr05g0441011;Dcitr08g1174012;Dcitr07g0987011;Dcitr02g0741011;Dcitr12g0114011;Dcitr08g0954011;Dcitr00g0566011;Dcitr13g0700011;Dcitr02g1461011;Dcitr06g0723012;Dcitr04g0296012;Dcitr01g0689011;Dcitr13g0241011;Dcitr13g0503011;Dcitr04g0333011;Dcitr05g0900011;Dcitr04g1534012;Dcitr02g0185011;Dcitr08g0366013;Dcitr08g0598011;Dcitr04g0333012;Dcitr05g0100011;Dcitr05g1022011;Dcitr04g1533011;Dcitr02g1486011;Dcitr05g0868011;Dcitr00g0205011;Dcitr02g1023011;Dcitr08g0366012;Dcitr02g1040011;Dcitr13g0703011;Dcitr10g1016012;Dcitr05g0271012;Dcitr04g1534011
IPR030541	FAMILY:RBF-1	3	Dcitr11g0176011;Dcitr11g0178012;Dcitr11g0178011
IPR038077	HOMOLOGOUS_SUPERFAMILY:Troponin_sf	5	Dcitr02g0187011;Dcitr06g1099011;Dcitr06g1101011;Dcitr05g0800011;Dcitr02g0188011
IPR000730	FAMILY:Pr_cel_nuc_antig	3	Dcitr06g0207011;Dcitr06g0229011;Dcitr06g0231011
IPR035984	HOMOLOGOUS_SUPERFAMILY:Acyl-CoA-binding_sf	6	Dcitr02g1610011;Dcitr10g1010011;Dcitr02g0262011;Dcitr10g1002011;Dcitr07g0140011;Dcitr07g0142011
IPR015381	FAMILY:XLF_fam	1	Dcitr07g0178011
IPR042098	HOMOLOGOUS_SUPERFAMILY:TauD-like_sf	5	Dcitr10g0316011;Dcitr03g1685011;Dcitr12g0607011;Dcitr12g0610011;Dcitr12g0607012
IPR040058	FAMILY:GPATCH1	1	Dcitr12g0317011
IPR021718	DOMAIN:CPSF73-100_C	1	Dcitr02g0123011
IPR027469	HOMOLOGOUS_SUPERFAMILY:Cation_efflux_TMD_sf	12	Dcitr03g0789011;Dcitr03g0800011;Dcitr01g1301011;Dcitr06g1509011;Dcitr01g1839011;Dcitr06g0258011;Dcitr03g0788011;Dcitr03g1206011;Dcitr01g1310011;Dcitr06g1526011;Dcitr01g1839012;Dcitr06g1521011
IPR022132	FAMILY:Abdominal-A	1	Dcitr07g0511011
IPR036865	HOMOLOGOUS_SUPERFAMILY:CRAL-TRIO_dom_sf	100	Dcitr11g0912011;Dcitr05g1254015;Dcitr04g0789011;Dcitr03g1741011;Dcitr11g0275013;Dcitr11g0845012;Dcitr11g0651012;Dcitr04g0350011;Dcitr11g0162011;Dcitr11g0161011;Dcitr11g0848011;Dcitr05g1570011;Dcitr04g1647011;Dcitr11g0848012;Dcitr11g0336011;Dcitr04g1022011;Dcitr11g0481011;Dcitr01g0964013;Dcitr06g0366011;Dcitr11g0320011;Dcitr01g0964012;Dcitr09g0312011;Dcitr01g1736011;Dcitr00g0336011;Dcitr11g0851011;Dcitr03g1312011;Dcitr11g0275011;Dcitr05g1254014;Dcitr11g0845011;Dcitr12g0363011;Dcitr10g0635014;Dcitr10g0635011;Dcitr10g0629011;Dcitr12g0635011;Dcitr08g0690011;Dcitr11g0272011;Dcitr01g0412011;Dcitr02g0879011;Dcitr03g1337011;Dcitr00g0338011;Dcitr11g0172013;Dcitr06g0109011;Dcitr04g0745011;Dcitr11g0858011;Dcitr01g1444011;Dcitr11g0651011;Dcitr04g1642012;Dcitr04g1172011;Dcitr10g0635012;Dcitr11g0911011;Dcitr11g0172012;Dcitr04g1642011;Dcitr05g1254011;Dcitr03g1742011;Dcitr04g1175011;Dcitr11g0427011;Dcitr01g0859011;Dcitr11g0173011;Dcitr11g0866011;Dcitr10g0635013;Dcitr05g0983011;Dcitr06g0110011;Dcitr11g0854011;Dcitr11g0275012;Dcitr05g1254012;Dcitr04g1016011;Dcitr01g0964011;Dcitr01g0411011;Dcitr04g1647012;Dcitr11g0335011;Dcitr05g1715011;Dcitr11g0157011;Dcitr11g0172011;Dcitr02g0386011;Dcitr04g1019011;Dcitr01g0968011;Dcitr11g0860011;Dcitr09g0774011;Dcitr09g0775011;Dcitr05g1254013;Dcitr11g0163011;Dcitr10g0635015;Dcitr06g0108012;Dcitr05g1160011;Dcitr06g0108011;Dcitr01g0414011;Dcitr01g0964014;Dcitr04g0349011;Dcitr11g0910011;Dcitr05g1505011;Dcitr11g0857011;Dcitr02g0374011;Dcitr11g0852011;Dcitr11g0320012;Dcitr01g1404011;Dcitr05g1714011;Dcitr04g0743011;Dcitr01g0970011;Dcitr11g0862011;Dcitr01g1732011
IPR002575	DOMAIN:Aminoglycoside_PTrfase	1	Dcitr13g0254011
IPR000047	CONSERVED_SITE:HTH_motif	21	Dcitr02g1698012;Dcitr03g1183011;Dcitr08g1025011;Dcitr02g1698011;Dcitr08g1018011;Dcitr06g0462017;Dcitr06g0462018;Dcitr06g0462016;Dcitr06g0462015;Dcitr09g0313011;Dcitr06g0470011;Dcitr06g0462013;Dcitr09g0939011;Dcitr07g0946012;Dcitr08g0348011;Dcitr08g0470011;Dcitr08g1026011;Dcitr07g0946011;Dcitr09g0633011;Dcitr08g0348012;Dcitr06g0462014
IPR009617	FAMILY:Seipin	3	Dcitr04g0676012;Dcitr04g0673011;Dcitr04g0676011
IPR031657	DOMAIN:REPA_OB_2	1	Dcitr02g0720011
IPR001057	FAMILY:Glu/AcGlu_kinase	4	Dcitr03g0755011;Dcitr03g0757011;Dcitr03g0755012;Dcitr03g0754011
IPR011576	DOMAIN:Pyridox_Oxase_put	6	Dcitr04g0797011;Dcitr04g0796011;Dcitr02g0693011;Dcitr10g0912011;Dcitr02g0691011;Dcitr02g0697011
IPR008501	FAMILY:THOC7/Mft1	2	Dcitr04g1272011;Dcitr04g1269011
IPR003888	DOMAIN:FYrich_N	5	Dcitr07g0267011;Dcitr08g0750011;Dcitr07g0263011;Dcitr02g1818011;Dcitr02g1809011
IPR008962	HOMOLOGOUS_SUPERFAMILY:PapD-like_sf	5	Dcitr07g1237011;Dcitr01g1714011;Dcitr01g1717011;Dcitr05g0346011;Dcitr05g1160011
IPR031692	DOMAIN:EHD_N	7	Dcitr05g1690011;Dcitr05g1691011;Dcitr06g0910011;Dcitr13g0433012;Dcitr06g0890011;Dcitr13g0433011;Dcitr05g1701011
IPR002140	FAMILY:Sdo1/SBDS	2	Dcitr10g0637011;Dcitr10g0628011
IPR018974	DOMAIN:Tex-like_N	1	Dcitr07g0798011
IPR015931	HOMOLOGOUS_SUPERFAMILY:Acnase/IPM_dHydase_lsu_aba_1/3	6	Dcitr03g1621011;Dcitr07g0374011;Dcitr07g0371011;Dcitr07g0372011;Dcitr03g1190011;Dcitr03g1192011
IPR024599	DOMAIN:RB_N	1	Dcitr13g0456011
IPR016899	FAMILY:mRNA_G-N7_MeTrfase_euk	3	Dcitr04g0244011;Dcitr04g0244012;Dcitr04g0244013
IPR040219	FAMILY:KIAA1143-like	1	Dcitr05g0906011
IPR037587	FAMILY:LAMTOR2-like	2	Dcitr07g0351011;Dcitr07g0352011
IPR032017	FAMILY:FAM76	1	Dcitr08g0557011
IPR041070	DOMAIN:JHD	1	Dcitr11g0610011
IPR036527	HOMOLOGOUS_SUPERFAMILY:SCP2_sterol-bd_dom_sf	7	Dcitr08g1235011;Dcitr05g0950011;Dcitr13g0654011;Dcitr13g0653011;Dcitr13g0653012;Dcitr13g0653013;Dcitr05g0954011
IPR000915	FAMILY:60S_ribosomal_L6E	2	Dcitr11g0565011;Dcitr11g0563011
IPR013221	DOMAIN:Mur_ligase_cen	5	Dcitr12g0259012;Dcitr12g0259015;Dcitr12g0259014;Dcitr12g0259011;Dcitr12g0259013
IPR034136	DOMAIN:TOPRIM_Topo6A/Spo11	1	Dcitr04g0326011
IPR026888	DOMAIN:AcetylCoA_hyd_C	4	Dcitr09g0644011;Dcitr09g0553011;Dcitr09g0559011;Dcitr09g0642011
IPR005301	FAMILY:MOB_kinase_act_fam	7	Dcitr05g0796011;Dcitr00g0757013;Dcitr08g0447011;Dcitr00g0757011;Dcitr00g0757012;Dcitr01g2270011;Dcitr01g2272011
IPR024858	FAMILY:Golgin_A	1	Dcitr04g0440011
IPR002328	CONSERVED_SITE:ADH_Zn_CS	6	Dcitr11g0228011;Dcitr00g0931011;Dcitr11g0710011;Dcitr00g1104011;Dcitr00g1104012;Dcitr00g0480011
IPR016067	HOMOLOGOUS_SUPERFAMILY:S-AdoMet_deCO2ase_core	1	Dcitr01g0187011
IPR006001	FAMILY:Therm_gnt_kin	1	Dcitr00g1007011
IPR022683	DOMAIN:Calpain_III	9	Dcitr05g1293011;Dcitr01g1524013;Dcitr11g0712013;Dcitr04g1027011;Dcitr01g1524012;Dcitr01g1524011;Dcitr04g1043011;Dcitr11g0712012;Dcitr11g0712011
IPR023561	FAMILY:Carbonic_anhydrase_a-class	15	Dcitr05g0215011;Dcitr08g0464011;Dcitr06g0581011;Dcitr08g0291011;Dcitr13g0624011;Dcitr03g0749011;Dcitr13g0624012;Dcitr00g0639011;Dcitr06g0581012;Dcitr07g1194011;Dcitr00g1082011;Dcitr03g0723011;Dcitr08g0292011;Dcitr08g0306011;Dcitr06g0394011
IPR002848	FAMILY:Translin_fam	3	Dcitr06g0151011;Dcitr10g0677011;Dcitr10g0680011
IPR015399	DOMAIN:DUF1977_DnaJ-like	1	Dcitr06g1478011
IPR003890	DOMAIN:MIF4G-like_typ-3	13	Dcitr09g0702011;Dcitr04g1132011;Dcitr04g1130011;Dcitr11g0773011;Dcitr07g1000011;Dcitr09g0708011;Dcitr09g0688011;Dcitr01g1476011;Dcitr12g0293012;Dcitr12g0293011;Dcitr09g0687011;Dcitr09g0689011;Dcitr08g0638011
IPR027474	DOMAIN:L-asparaginase_N	1	Dcitr03g0862011
IPR025609	DOMAIN:Lsm14-like_N	6	Dcitr10g0901012;Dcitr13g0254011;Dcitr10g0910011;Dcitr10g0901013;Dcitr10g0901011;Dcitr13g0256011
IPR014445	FAMILY:Gln-dep_NAD_synthase	1	Dcitr01g2045011
IPR002241	FAMILY:Glyco_hydro_27	6	Dcitr06g1087011;Dcitr06g0655011;Dcitr06g1076011;Dcitr06g0654011;Dcitr06g1085011;Dcitr06g1084011
IPR035019	DOMAIN:Spt6_SH2_N	2	Dcitr12g0284011;Dcitr12g0285011
IPR003583	DOMAIN:Hlx-hairpin-Hlx_DNA-bd_motif	2	Dcitr06g0924011;Dcitr11g0968011
IPR031693	DOMAIN:Sin3_C	1	Dcitr01g0345011
IPR036423	HOMOLOGOUS_SUPERFAMILY:SOD-like_Cu/Zn_dom_sf	10	Dcitr12g0810011;Dcitr05g0584011;Dcitr12g0812011;Dcitr12g0843011;Dcitr05g0590011;Dcitr12g0819011;Dcitr09g0715011;Dcitr12g0815011;Dcitr12g0844011;Dcitr09g0719011
IPR033043	DOMAIN:FAF1-like_UBX	2	Dcitr13g0605012;Dcitr13g0605011
IPR002938	DOMAIN:FAD-bd	3	Dcitr03g1254011;Dcitr03g1252011;Dcitr01g0517011
IPR011068	HOMOLOGOUS_SUPERFAMILY:NuclTrfase_I-like_C	1	Dcitr04g1264011
IPR016686	FAMILY:Ribosomal_synth_fac_NIP7	2	Dcitr01g0269011;Dcitr01g0271011
IPR031072	FAMILY:Syntrophin-1	2	Dcitr12g0402011;Dcitr12g0399011
IPR024518	DOMAIN:DUF3421	9	Dcitr13g0357011;Dcitr07g0149011;Dcitr04g0686013;Dcitr13g0359011;Dcitr04g0686012;Dcitr07g0147011;Dcitr04g0689011;Dcitr04g0686011;Dcitr02g1857011
IPR005721	FAMILY:Ribosomal_L22/L17_euk/arc	4	Dcitr03g0545011;Dcitr03g0545013;Dcitr03g0545012;Dcitr03g0545014
IPR036508	HOMOLOGOUS_SUPERFAMILY:Chitin-bd_dom_sf	56	Dcitr08g0715011;Dcitr06g0979011;Dcitr06g1038011;Dcitr07g0419011;Dcitr06g1039011;Dcitr04g0354012;Dcitr08g0329011;Dcitr08g0328011;Dcitr10g0413011;Dcitr01g1230011;Dcitr01g2138011;Dcitr07g0638011;Dcitr01g2141011;Dcitr04g0359011;Dcitr02g0413011;Dcitr04g0354011;Dcitr07g0774011;Dcitr08g0139011;Dcitr01g2140011;Dcitr01g2124012;Dcitr01g1231014;Dcitr04g1163011;Dcitr10g0414011;Dcitr02g0412011;Dcitr08g0709011;Dcitr00g0388011;Dcitr08g0745011;Dcitr06g0950011;Dcitr07g0631011;Dcitr11g0196011;Dcitr01g1231013;Dcitr07g0418011;Dcitr04g0355011;Dcitr03g2068011;Dcitr08g0323011;Dcitr00g1473011;Dcitr04g0359012;Dcitr10g0415011;Dcitr04g0353011;Dcitr08g0301011;Dcitr08g0714011;Dcitr02g1111011;Dcitr08g0177011;Dcitr02g0395011;Dcitr01g1231011;Dcitr08g0176011;Dcitr12g0629011;Dcitr04g0358011;Dcitr01g0684011;Dcitr07g0836011;Dcitr01g1231012;Dcitr01g0686011;Dcitr08g0140011;Dcitr00g0388012;Dcitr07g0838011;Dcitr13g0305011
IPR041525	DOMAIN:N/Namide_PRibTrfase	1	Dcitr01g0417011
IPR008049	FAMILY:MCM6	2	Dcitr07g1118011;Dcitr07g1120011
IPR004147	DOMAIN:UbiB_dom	3	Dcitr05g0398011;Dcitr08g0386011;Dcitr02g0442011
IPR000659	FAMILY:Pyridox_Oxase	6	Dcitr02g0697011;Dcitr02g0691011;Dcitr10g0911011;Dcitr10g0912011;Dcitr02g0693011;Dcitr04g0796011
IPR032661	FAMILY:ATOH1	2	Dcitr01g1384011;Dcitr01g1382011
IPR040386	FAMILY:P66	2	Dcitr02g0504011;Dcitr02g0500011
IPR034649	DOMAIN:Hip_N	3	Dcitr06g0909012;Dcitr06g0909013;Dcitr06g0909011
IPR017365	FAMILY:LIN7	1	Dcitr05g1075011
IPR005727	FAMILY:Ribosomal_L22_bac/chlpt-type	1	Dcitr12g0796011
IPR029405	DOMAIN:APCDD1_dom	1	Dcitr10g0377011
IPR015883	DOMAIN:Glyco_hydro_20_cat	7	Dcitr05g0216012;Dcitr07g0778011;Dcitr05g0214011;Dcitr06g0952011;Dcitr06g0976011;Dcitr05g0216011;Dcitr00g0729011
IPR012913	DOMAIN:OS9-like	2	Dcitr02g1011011;Dcitr01g0885011
IPR007644	DOMAIN:RNA_pol_bsu_protrusion	3	Dcitr05g1356011;Dcitr01g1475011;Dcitr09g0443011
IPR005251	FAMILY:IF-M1Pi	1	Dcitr03g1110011
IPR036155	HOMOLOGOUS_SUPERFAMILY:Crypto/Photolyase_N_sf	9	Dcitr10g0123011;Dcitr04g0547011;Dcitr00g1010011;Dcitr09g0910011;Dcitr07g0152011;Dcitr09g0906011;Dcitr10g0123012;Dcitr10g0123014;Dcitr10g0123013
IPR009976	FAMILY:Sec10-like	2	Dcitr03g1968011;Dcitr03g1965011
IPR002675	FAMILY:Ribosomal_L38e	2	Dcitr01g1075011;Dcitr00g0301011
IPR026907	FAMILY:CCNDBP1	2	Dcitr04g1519011;Dcitr04g1523011
IPR038792	FAMILY:CFAP97D1/2	1	Dcitr00g1423011
IPR002672	FAMILY:Ribosomal_L28e	2	Dcitr05g0261011;Dcitr05g0270011
IPR004766	FAMILY:TM_rcpt_patched	1	Dcitr13g0667011
IPR036921	HOMOLOGOUS_SUPERFAMILY:PurM-like_N_sf	8	Dcitr02g0451011;Dcitr06g0205011;Dcitr06g0226011;Dcitr06g0227011;Dcitr04g0489011;Dcitr08g1203011;Dcitr02g0448011;Dcitr08g1177011
IPR018517	CONSERVED_SITE:tRNA_hU_synthase_CS	3	Dcitr04g1664011;Dcitr04g1666011;Dcitr10g0587011
IPR019138	FAMILY:De-etiolated_protein_1_Det1	2	Dcitr09g0408011;Dcitr09g0408012
IPR017897	REPEAT:Thrombospondin_3_rpt	1	Dcitr02g1615011
IPR012803	FAMILY:Fa_ox_alpha_mit	1	Dcitr04g0831011
IPR008905	DOMAIN:EIF3C_N_dom	5	Dcitr00g1238011;Dcitr00g1239011;Dcitr00g0509011;Dcitr00g0736011;Dcitr00g0559011
IPR015797	HOMOLOGOUS_SUPERFAMILY:NUDIX_hydrolase-like_dom_sf	21	Dcitr12g0506011;Dcitr12g0499011;Dcitr07g0151011;Dcitr12g0509011;Dcitr12g0652011;Dcitr05g0350011;Dcitr12g0655011;Dcitr05g1352011;Dcitr08g0806011;Dcitr03g0659011;Dcitr07g0133011;Dcitr03g0658011;Dcitr00g0414011;Dcitr11g0987011;Dcitr01g0953011;Dcitr01g0512011;Dcitr07g0151012;Dcitr05g0355011;Dcitr08g0810011;Dcitr03g1784011;Dcitr12g0504011
IPR011682	DOMAIN:Glyco_hydro_38_C	7	Dcitr06g1073011;Dcitr01g1402011;Dcitr06g0479011;Dcitr01g1402012;Dcitr03g0138011;Dcitr06g1078011;Dcitr06g0479012
IPR006689	FAMILY:Small_GTPase_ARF/SAR	22	Dcitr00g0325012;Dcitr00g0580011;Dcitr08g0372011;Dcitr02g1370011;Dcitr03g0253011;Dcitr03g0235011;Dcitr06g0604011;Dcitr02g0739011;Dcitr01g1487011;Dcitr00g1352011;Dcitr00g0325011;Dcitr06g0275011;Dcitr03g1159011;Dcitr02g0729011;Dcitr00g1123011;Dcitr12g0179011;Dcitr08g0831011;Dcitr00g0201011;Dcitr05g0716011;Dcitr06g0606011;Dcitr08g0659011;Dcitr00g0595011
