Accession_ID	Pathway_Count	Pathway_IDs	Pathway_Names
Dcitr13g0312011	3	Reactome: R-HSA-1660517;Reactome: R-HSA-1660516;Reactome: R-HSA-1660514	"Synthesis of PIPs at the late endosome membrane";"Synthesis of PIPs at the early endosome membrane";"Synthesis of PIPs at the Golgi membrane"
Dcitr01g2124012	1	Reactome: R-HSA-189085	"Digestion of dietary carbohydrate"
Dcitr02g1119011	2	Reactome: R-HSA-3295583;Reactome: R-HSA-418890	"TRP channels";"Role of second messengers in netrin-1 signaling"
Dcitr03g0826011	3	Reactome: R-HSA-5693571;Reactome: R-HSA-3108214;Reactome: R-HSA-164843	"Nonhomologous End-Joining (NHEJ)";"SUMOylation of DNA damage response and repair proteins";"2-LTR circle formation"
Dcitr09g0477011	2	Reactome: R-HSA-383280;Reactome: R-HSA-983231	"Nuclear Receptor transcription pathway";"Factors involved in megakaryocyte development and platelet production"
Dcitr09g0805011	6	Reactome: R-HSA-72702;Reactome: R-HSA-72695;Reactome: R-HSA-72689;Reactome: R-HSA-72649;Reactome: R-HSA-156827;Reactome: R-HSA-72706	"Ribosomal scanning and start codon recognition";"Formation of the ternary complex, and subsequently, the 43S complex";"Formation of a pool of free 40S subunits";"Translation initiation complex formation";"L13a-mediated translational silencing of Ceruloplasmin expression";"GTP hydrolysis and joining of the 60S ribosomal subunit"
Dcitr04g1046011	3	Reactome: R-HSA-611105;Reactome: R-HSA-6799198;Reactome: R-HSA-499943	"Respiratory electron transport";"Complex I biogenesis";"Interconversion of nucleotide di- and triphosphates"
Dcitr06g1404011	1	Reactome: R-HSA-6804760	"Regulation of TP53 Activity through Methylation"
Dcitr12g0481011	7	Reactome: R-HSA-212300;Reactome: R-HSA-8953750;Reactome: R-HSA-2559580;Reactome: R-HSA-3214841;Reactome: R-HSA-8943724;Reactome: R-HSA-4551638;Reactome: R-HSA-5617472	"PRC2 methylates histones and DNA";"Transcriptional Regulation by E2F6";"Oxidative Stress Induced Senescence";"PKMTs methylate histone lysines";"Regulation of PTEN gene transcription";"SUMOylation of chromatin organization proteins";"Activation of anterior HOX genes in hindbrain development during early embryogenesis"
Dcitr05g1523011	3	Reactome: R-HSA-5419276;Reactome: R-HSA-5368286;Reactome: R-HSA-5389840	"Mitochondrial translation termination";"Mitochondrial translation initiation";"Mitochondrial translation elongation"
Dcitr08g0155011	1	Reactome: R-HSA-3214847	"HATs acetylate histones"
Dcitr01g2046011	1	Reactome: R-HSA-212436	"Generic Transcription Pathway"
Dcitr00g1348012	3	Reactome: R-HSA-196780;Reactome: R-HSA-71032;Reactome: R-HSA-3371599	"Biotin transport and metabolism";"Propionyl-CoA catabolism";"Defective HLCS causes multiple carboxylase deficiency"
Dcitr00g1453011	1	Reactome: R-HSA-6784531	"tRNA processing in the nucleus"
Dcitr08g0181011	1	Reactome: R-HSA-9037629	"Lewis blood group biosynthesis"
Dcitr08g0892011	1	Reactome: R-HSA-983168	"Antigen processing: Ubiquitination &amp; Proteasome degradation"
Dcitr04g1116011	1	Reactome: R-HSA-8951664	"Neddylation"
Dcitr04g1156011	1	Reactome: R-HSA-3214847	"HATs acetylate histones"
Dcitr01g1862011	1	Reactome: R-HSA-75105	"Fatty acyl-CoA biosynthesis"
Dcitr04g1131011	1	Reactome: R-HSA-71403	"Citric acid cycle (TCA cycle)"
Dcitr10g0267012	6	Reactome: R-HSA-9649948;Reactome: R-HSA-5674135;Reactome: R-HSA-6802948;Reactome: R-HSA-6802946;Reactome: R-HSA-6802952;Reactome: R-HSA-6802955	"Signaling downstream of RAS mutants";"MAP2K and MAPK activation";"Signaling by high-kinase activity BRAF mutants";"Signaling by moderate kinase activity BRAF mutants";"Signaling by BRAF and RAF fusions";"Paradoxical activation of RAF signaling by kinase inactive BRAF"
Dcitr01g1500011	21	Reactome: R-HSA-8955332;Reactome: R-HSA-190861;Reactome: R-HSA-9609736;Reactome: R-HSA-1445148;Reactome: R-HSA-190840;Reactome: R-HSA-3371497;Reactome: R-HSA-2132295;Reactome: R-HSA-2467813;Reactome: R-HSA-437239;Reactome: R-HSA-5626467;Reactome: R-HSA-6811434;Reactome: R-HSA-5663220;Reactome: R-HSA-9619483;Reactome: R-HSA-8852276;Reactome: R-HSA-6811436;Reactome: R-HSA-983189;Reactome: R-HSA-5617833;Reactome: R-HSA-380320;Reactome: R-HSA-6807878;Reactome: R-HSA-68877;Reactome: R-HSA-2500257	"Carboxyterminal post-translational modifications of tubulin";"Gap junction assembly";"Assembly and cell surface presentation of NMDA receptors";"Translocation of SLC2A4 (GLUT4) to the plasma membrane";"Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane";"HSP90 chaperone cycle for steroid hormone receptors (SHR)";"MHC class II antigen presentation";"Separation of Sister Chromatids";"Recycling pathway of L1";"RHO GTPases activate IQGAPs";"COPI-dependent Golgi-to-ER retrograde traffic";"RHO GTPases Activate Formins";"Activation of AMPK downstream of NMDARs";"The role of GTSE1 in G2/M progression after G2 checkpoint";"COPI-independent Golgi-to-ER retrograde traffic";"Kinesins";"Cilium Assembly";"Recruitment of NuMA to mitotic centrosomes";"COPI-mediated anterograde transport";"Mitotic Prometaphase";"Resolution of Sister Chromatid Cohesion"
Dcitr02g1812011	15	Reactome: R-HSA-176409;Reactome: R-HSA-176408;Reactome: R-HSA-174084;Reactome: R-HSA-983168;Reactome: R-HSA-179409;Reactome: R-HSA-69017;Reactome: R-HSA-2559582;Reactome: R-HSA-2467813;Reactome: R-HSA-174048;Reactome: R-HSA-176407;Reactome: R-HSA-174154;Reactome: R-HSA-176412;Reactome: R-HSA-174184;Reactome: R-HSA-174178;Reactome: R-HSA-141430	"APC/C:Cdc20 mediated degradation of mitotic proteins";"Regulation of APC/C activators between G1/S and early anaphase";"Autodegradation of Cdh1 by Cdh1:APC/C";"Antigen processing: Ubiquitination &amp; Proteasome degradation";"APC-Cdc20 mediated degradation of Nek2A";"CDK-mediated phosphorylation and removal of Cdc6";"Senescence-Associated Secretory Phenotype (SASP)";"Separation of Sister Chromatids";"APC/C:Cdc20 mediated degradation of Cyclin B";"Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase";"APC/C:Cdc20 mediated degradation of Securin";"Phosphorylation of the APC/C";"Cdc20:Phospho-APC/C mediated degradation of Cyclin A";"APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1";"Inactivation of APC/C via direct inhibition of the APC/C complex"
Dcitr11g0376011	1	Reactome: R-HSA-2672351	"Stimuli-sensing channels"
Dcitr06g0923011	4	Reactome: R-HSA-8951664;Reactome: R-HSA-8856825;Reactome: R-HSA-5696394;Reactome: R-HSA-6781823	"Neddylation";"Cargo recognition for clathrin-mediated endocytosis";"DNA Damage Recognition in GG-NER";"Formation of TC-NER Pre-Incision Complex"
Dcitr13g0656011	31	Reactome: R-HSA-168271;Reactome: R-HSA-4085377;Reactome: R-HSA-191859;Reactome: R-HSA-6784531;Reactome: R-HSA-170822;Reactome: R-HSA-180910;Reactome: R-HSA-2467813;Reactome: R-HSA-141444;Reactome: R-HSA-4570464;Reactome: R-HSA-5578749;Reactome: R-HSA-165054;Reactome: R-HSA-9639288;Reactome: R-HSA-159227;Reactome: R-HSA-159231;Reactome: R-HSA-168333;Reactome: R-HSA-3232142;Reactome: R-HSA-159230;Reactome: R-HSA-4615885;Reactome: R-HSA-5663220;Reactome: R-HSA-3108214;Reactome: R-HSA-5619107;Reactome: R-HSA-180746;Reactome: R-HSA-159236;Reactome: R-HSA-2500257;Reactome: R-HSA-168325;Reactome: R-HSA-1169408;Reactome: R-HSA-168276;Reactome: R-HSA-3301854;Reactome: R-HSA-68877;Reactome: R-HSA-4551638;Reactome: R-HSA-3371453	"Transport of Ribonucleoproteins into the Host Nucleus";"SUMOylation of SUMOylation proteins";"snRNP Assembly";"tRNA processing in the nucleus";"Regulation of Glucokinase by Glucokinase Regulatory Protein";"Vpr-mediated nuclear import of PICs";"Separation of Sister Chromatids";"Amplification of signal from unattached kinetochores via a MAD2 inhibitory signal";"SUMOylation of RNA binding proteins";"Transcriptional regulation by small RNAs";"Rev-mediated nuclear export of HIV RNA";"Amino acids regulate mTORC1";"Transport of the SLBP independent Mature mRNA";"Transport of Mature mRNA Derived from an Intronless Transcript";"NEP/NS2 Interacts with the Cellular Export Machinery";"SUMOylation of ubiquitinylation proteins";"Transport of the SLBP Dependant Mature mRNA";"SUMOylation of DNA replication proteins";"RHO GTPases Activate Formins";"SUMOylation of DNA damage response and repair proteins";"Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)";"Nuclear import of Rev protein";"Transport of Mature mRNA derived from an Intron-Containing Transcript";"Resolution of Sister Chromatid Cohesion";"Viral Messenger RNA Synthesis";"ISG15 antiviral mechanism";"NS1 Mediated Effects on Host Pathways";"Nuclear Pore Complex (NPC) Disassembly";"Mitotic Prometaphase";"SUMOylation of chromatin organization proteins";"Regulation of HSF1-mediated heat shock response"
Dcitr02g1454011	4	Reactome: R-HSA-4420097;Reactome: R-HSA-164944;Reactome: R-HSA-8849471;Reactome: R-HSA-2029482	"VEGFA-VEGFR2 Pathway";"Nef and signal transduction";"PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases";"Regulation of actin dynamics for phagocytic cup formation"
Dcitr08g1013011	1	Reactome: R-HSA-264876	"Insulin processing"
Dcitr02g1458013	1	Reactome: R-HSA-8964539	"Glutamate and glutamine metabolism"
Dcitr05g1482011	3	Reactome: R-HSA-3000157;Reactome: R-HSA-3000171;Reactome: R-HSA-8874081	"Laminin interactions";"Non-integrin membrane-ECM interactions";"MET activates PTK2 signaling"
Dcitr05g0474011	1	Reactome: R-HSA-1855183	"Synthesis of IP2, IP, and Ins in the cytosol"
Dcitr11g0789011	1	Reactome: R-HSA-1268020	"Mitochondrial protein import"
Dcitr02g0951011	1	Reactome: R-HSA-72163	"mRNA Splicing - Major Pathway"
Dcitr11g0313011	2	Reactome: R-HSA-1989781;Reactome: R-HSA-381340	"PPARA activates gene expression";"Transcriptional regulation of white adipocyte differentiation"
Dcitr05g1598011	1	Reactome: R-HSA-432722	"Golgi Associated Vesicle Biogenesis"
Dcitr05g1328011	1	Reactome: R-HSA-5628897	"TP53 Regulates Metabolic Genes"
Dcitr11g0624011	1	Reactome: R-HSA-6798163	"Choline catabolism"
Dcitr02g0336011	5	Reactome: R-HSA-2426168;Reactome: R-HSA-75105;Reactome: R-HSA-9029558;Reactome: R-HSA-163765;Reactome: R-HSA-199220	"Activation of gene expression by SREBF (SREBP)";"Fatty acyl-CoA biosynthesis";"NR1H2 &amp; NR1H3 regulate gene expression linked to lipogenesis";"ChREBP activates metabolic gene expression";"Vitamin B5 (pantothenate) metabolism"
Dcitr01g0232011	40	Reactome: R-HSA-168325;Reactome: R-HSA-77075;Reactome: R-HSA-167200;Reactome: R-HSA-75953;Reactome: R-HSA-6781823;Reactome: R-HSA-73779;Reactome: R-HSA-6782135;Reactome: R-HSA-5601884;Reactome: R-HSA-72163;Reactome: R-HSA-6803529;Reactome: R-HSA-5578749;Reactome: R-HSA-6781827;Reactome: R-HSA-6807505;Reactome: R-HSA-5617472;Reactome: R-HSA-167238;Reactome: R-HSA-73776;Reactome: R-HSA-674695;Reactome: R-HSA-112382;Reactome: R-HSA-72203;Reactome: R-HSA-167162;Reactome: R-HSA-167290;Reactome: R-HSA-9018519;Reactome: R-HSA-6782210;Reactome: R-HSA-167287;Reactome: R-HSA-113418;Reactome: R-HSA-167160;Reactome: R-HSA-72165;Reactome: R-HSA-167161;Reactome: R-HSA-75955;Reactome: R-HSA-167242;Reactome: R-HSA-8851708;Reactome: R-HSA-72086;Reactome: R-HSA-167158;Reactome: R-HSA-6796648;Reactome: R-HSA-167172;Reactome: R-HSA-167152;Reactome: R-HSA-167246;Reactome: R-HSA-76042;Reactome: R-HSA-167243;Reactome: R-HSA-203927	"Viral Messenger RNA Synthesis";"RNA Pol II CTD phosphorylation and interaction with CE";"Formation of HIV-1 elongation complex containing HIV-1 Tat";"RNA Polymerase II Transcription Initiation";"Formation of TC-NER Pre-Incision Complex";"RNA Polymerase II Transcription Pre-Initiation And Promoter Opening";"Dual incision in TC-NER";"PIWI-interacting RNA (piRNA) biogenesis";"mRNA Splicing - Major Pathway";"FGFR2 alternative splicing";"Transcriptional regulation by small RNAs";"Transcription-Coupled Nucleotide Excision Repair (TC-NER)";"RNA polymerase II transcribes snRNA genes";"Activation of anterior HOX genes in hindbrain development during early embryogenesis";"Pausing and recovery of Tat-mediated HIV elongation";"RNA Polymerase II Promoter Escape";"RNA Polymerase II Pre-transcription Events";"Formation of RNA Pol II elongation complex";"Processing of Capped Intron-Containing Pre-mRNA";"RNA Polymerase II HIV Promoter Escape";"Pausing and recovery of HIV elongation";"Estrogen-dependent gene expression";"Gap-filling DNA repair synthesis and ligation in TC-NER";"HIV elongation arrest and recovery";"Formation of the Early Elongation Complex";"RNA Pol II CTD phosphorylation and interaction with CE during HIV infection";"mRNA Splicing - Minor Pathway";"HIV Transcription Initiation";"RNA Polymerase II Transcription Elongation";"Abortive elongation of HIV-1 transcript in the absence of Tat";"Signaling by FGFR2 IIIa TM";"mRNA Capping";"Formation of the HIV-1 Early Elongation Complex";"TP53 Regulates Transcription of DNA Repair Genes";"Transcription of the HIV genome";"Formation of HIV elongation complex in the absence of HIV Tat";"Tat-mediated elongation of the HIV-1 transcript";"RNA Polymerase II Transcription Initiation And Promoter Clearance";"Tat-mediated HIV elongation arrest and recovery";"MicroRNA (miRNA) biogenesis"
Dcitr07g0686011	1	Reactome: R-HSA-379726	"Mitochondrial tRNA aminoacylation"
Dcitr01g0383011	7	Reactome: R-HSA-5663220;Reactome: R-HSA-4641258;Reactome: R-HSA-201681;Reactome: R-HSA-201688;Reactome: R-HSA-4641262;Reactome: R-HSA-5368598;Reactome: R-HSA-4086400	"RHO GTPases Activate Formins";"Degradation of DVL";"TCF dependent signaling in response to WNT";"WNT mediated activation of DVL";"Disassembly of the destruction complex and recruitment of AXIN to the membrane";"Negative regulation of TCF-dependent signaling by DVL-interacting proteins";"PCP/CE pathway"
Dcitr01g1944011	1	Reactome: R-HSA-1632852	"Macroautophagy"
Dcitr06g0615011	2	Reactome: R-HSA-418457;Reactome: R-HSA-4086398	"cGMP effects";"Ca2+ pathway"
Dcitr00g0323011	15	Reactome: R-HSA-975957;Reactome: R-HSA-72706;Reactome: R-HSA-9010553;Reactome: R-HSA-156827;Reactome: R-HSA-1799339;Reactome: R-HSA-6791226;Reactome: R-HSA-72689;Reactome: R-HSA-72702;Reactome: R-HSA-975956;Reactome: R-HSA-156902;Reactome: R-HSA-192823;Reactome: R-HSA-72649;Reactome: R-HSA-72695;Reactome: R-HSA-2408557;Reactome: R-HSA-72764	"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)";"GTP hydrolysis and joining of the 60S ribosomal subunit";"Regulation of expression of SLITs and ROBOs";"L13a-mediated translational silencing of Ceruloplasmin expression";"SRP-dependent cotranslational protein targeting to membrane";"Major pathway of rRNA processing in the nucleolus and cytosol";"Formation of a pool of free 40S subunits";"Ribosomal scanning and start codon recognition";"Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)";"Peptide chain elongation";"Viral mRNA Translation";"Translation initiation complex formation";"Formation of the ternary complex, and subsequently, the 43S complex";"Selenocysteine synthesis";"Eukaryotic Translation Termination"
Dcitr01g0517011	1	Reactome: R-HSA-71240	"Tryptophan catabolism"
Dcitr00g0480011	1	Reactome: R-HSA-71384	"Ethanol oxidation"
Dcitr02g1794011	2	Reactome: R-HSA-204005;Reactome: R-HSA-8876198	"COPII-mediated vesicle transport";"RAB GEFs exchange GTP for GDP on RABs"
Dcitr06g0120011	23	Reactome: R-HSA-5663220;Reactome: R-HSA-9619483;Reactome: R-HSA-8852276;Reactome: R-HSA-6811436;Reactome: R-HSA-983189;Reactome: R-HSA-5617833;Reactome: R-HSA-380320;Reactome: R-HSA-389960;Reactome: R-HSA-68877;Reactome: R-HSA-6807878;Reactome: R-HSA-2500257;Reactome: R-HSA-8955332;Reactome: R-HSA-389977;Reactome: R-HSA-190861;Reactome: R-HSA-9609736;Reactome: R-HSA-1445148;Reactome: R-HSA-190840;Reactome: R-HSA-3371497;Reactome: R-HSA-2132295;Reactome: R-HSA-2467813;Reactome: R-HSA-437239;Reactome: R-HSA-6811434;Reactome: R-HSA-5626467	"RHO GTPases Activate Formins";"Activation of AMPK downstream of NMDARs";"The role of GTSE1 in G2/M progression after G2 checkpoint";"COPI-independent Golgi-to-ER retrograde traffic";"Kinesins";"Cilium Assembly";"Recruitment of NuMA to mitotic centrosomes";"Formation of tubulin folding intermediates by CCT/TriC";"Mitotic Prometaphase";"COPI-mediated anterograde transport";"Resolution of Sister Chromatid Cohesion";"Carboxyterminal post-translational modifications of tubulin";"Post-chaperonin tubulin folding pathway";"Gap junction assembly";"Assembly and cell surface presentation of NMDA receptors";"Translocation of SLC2A4 (GLUT4) to the plasma membrane";"Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane";"HSP90 chaperone cycle for steroid hormone receptors (SHR)";"MHC class II antigen presentation";"Separation of Sister Chromatids";"Recycling pathway of L1";"COPI-dependent Golgi-to-ER retrograde traffic";"RHO GTPases activate IQGAPs"
Dcitr01g0398011	1	Reactome: R-HSA-72163	"mRNA Splicing - Major Pathway"
Dcitr05g1720011	2	Reactome: R-HSA-8876198;Reactome: R-HSA-8873719	"RAB GEFs exchange GTP for GDP on RABs";"RAB geranylgeranylation"
Dcitr08g0718011	2	Reactome: R-HSA-8949215;Reactome: R-HSA-8949664	"Mitochondrial calcium ion transport";"Processing of SMDT1"
Dcitr09g0726011	1	Reactome: R-HSA-1268020	"Mitochondrial protein import"
Dcitr05g0457011	1	Reactome: R-HSA-5617472	"Activation of anterior HOX genes in hindbrain development during early embryogenesis"
Dcitr08g0513011	1	Reactome: R-HSA-70221	"Glycogen breakdown (glycogenolysis)"
Dcitr08g0726011	2	Reactome: R-HSA-6814122;Reactome: R-HSA-418594	"Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding";"G alpha (i) signalling events"
Dcitr02g0525011	2	Reactome: R-HSA-1989781;Reactome: R-HSA-2151201	"PPARA activates gene expression";"Transcriptional activation of mitochondrial biogenesis"
Dcitr12g0661011	1	Reactome: R-HSA-1268020	"Mitochondrial protein import"
Dcitr05g1221011	4	Reactome: R-HSA-9615710;Reactome: R-HSA-917729;Reactome: R-HSA-174490;Reactome: R-HSA-162588	"Microautophagy";"Endosomal Sorting Complex Required For Transport (ESCRT)";"Membrane binding and targetting of GAG proteins";"Budding and maturation of HIV virion"
Dcitr01g0226011	1	Reactome: R-HSA-75876	"Synthesis of very long-chain fatty acyl-CoAs"
Dcitr08g0979011	2	Reactome: R-HSA-6811434;Reactome: R-HSA-6798695	"COPI-dependent Golgi-to-ER retrograde traffic";"Neutrophil degranulation"
Dcitr03g1270011	4	Reactome: R-HSA-72764;Reactome: R-HSA-9010553;Reactome: R-HSA-975956;Reactome: R-HSA-975957	"Eukaryotic Translation Termination";"Regulation of expression of SLITs and ROBOs";"Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)";"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
Dcitr02g0526011	1	Reactome: R-HSA-1474228	"Degradation of the extracellular matrix"
Dcitr09g0513011	1	Reactome: R-HSA-5658442	"Regulation of RAS by GAPs"
Dcitr01g0740012	1	Reactome: R-HSA-162791	"Attachment of GPI anchor to uPAR"
Dcitr01g0918011	2	Reactome: R-HSA-983189;Reactome: R-HSA-6811434	"Kinesins";"COPI-dependent Golgi-to-ER retrograde traffic"
